case,replica,ensemble,time_fs,temperature_k,potential_energy_ev_per_atom,total_energy_ev_per_atom,max_force_ev_per_angstrom,nearest_neighbor_distance_angstrom,rms_displacement_angstrom
ambient_fcc,0,nve,60,124.584050135,-3.71835851669,-3.70275802949,0.644333312905,2.73622194012,0.126304314266
ambient_fcc,0,nve,65,141.009091558,-3.72041511536,-3.70275787492,0.529446957234,2.73331593311,0.12509895105
ambient_fcc,0,nve,70,150.364365311,-3.72158646584,-3.70275775258,0.55302676133,2.72919632935,0.124024487155
ambient_fcc,0,nve,75,152.848677795,-3.72189760208,-3.70275780177,0.613075700958,2.72415598956,0.123272158037
ambient_fcc,0,nve,80,150.188601486,-3.72156405449,-3.70275735048,0.64656292396,2.72055502024,0.12277370813
ambient_fcc,0,nve,85,145.105037532,-3.7209277153,-3.70275757813,0.669059845102,2.71887435936,0.122269517256
ambient_fcc,0,nve,90,140.590767139,-3.72036314011,-3.7027582825,0.719236153755,2.71890232036,0.121419159691
ambient_fcc,0,nve,95,139.099361434,-3.72017598152,-3.7027578786,0.757956208022,2.72014918689,0.119918770031
ambient_fcc,0,nve,100,141.907885362,-3.72052693367,-3.70275714575,0.752219033283,2.72355228891,0.117593356514
ambient_fcc,0,nve,105,148.917012234,-3.72140526772,-3.70275779285,0.703845091884,2.72819183905,0.114448043981
ambient_fcc,0,nve,110,158.945661438,-3.72266125679,-3.70275798864,0.681203280639,2.7330732373,0.110678544693
ambient_fcc,0,nve,115,170.308238333,-3.72408366203,-3.7027575654,0.636337656651,2.74015866037,0.106650793422
