case,time_step_fs,time_fs,relative_energy_error
fine_dt_0_5fs,0.5,60,0.00173402692199
fine_dt_0_5fs,0.5,80,0.00298622729512
fine_dt_0_5fs,0.5,100,0.00388129227992
fine_dt_0_5fs,0.5,120,0.00441601926893
fine_dt_0_5fs,0.5,140,0.00484818626324
fine_dt_0_5fs,0.5,160,0.00507150752564
fine_dt_0_5fs,0.5,180,0.0051755922677
fine_dt_0_5fs,0.5,200,0.00518634843535
fine_dt_0_5fs,0.5,220,0.00526983313867
fine_dt_0_5fs,0.5,240,0.00525678666012
fine_dt_0_5fs,0.5,260,0.00524545631982
fine_dt_0_5fs,0.5,280,0.0052356507269
fine_dt_0_5fs,0.5,300,0.00523249915702
fine_dt_0_5fs,0.5,320,0.00516708813278
fine_dt_0_5fs,0.5,340,0.00506859838421
fine_dt_0_5fs,0.5,360,0.00501506635413
fine_dt_0_5fs,0.5,380,0.00497499548286
fine_dt_0_5fs,0.5,400,0.00489369263561
fine_dt_0_5fs,0.5,420,0.00485505081626
fine_dt_0_5fs,0.5,440,0.00476650063422
fine_dt_0_5fs,0.5,460,0.00472951115617
fine_dt_0_5fs,0.5,480,0.00466737291604
fine_dt_0_5fs,0.5,500,0.0045936044899
fine_dt_0_5fs,0.5,520,0.00455535183201
fine_dt_0_5fs,0.5,540,0.00447768541155
fine_dt_0_5fs,0.5,560,0.00435835957547
fine_dt_0_5fs,0.5,580,0.00433298752403
fine_dt_0_5fs,0.5,600,0.00423402567795
fine_dt_0_5fs,0.5,620,0.00421538420591
fine_dt_0_5fs,0.5,640,0.00416263049876
fine_dt_0_5fs,0.5,660,0.00417271679831
fine_dt_0_5fs,0.5,680,0.00419207917601
fine_dt_0_5fs,0.5,700,0.00411023405459
fine_dt_0_5fs,0.5,720,0.00408031965952
fine_dt_0_5fs,0.5,740,0.00400265961875
fine_dt_0_5fs,0.5,760,0.00406246289011
fine_dt_0_5fs,0.5,780,0.00411459776673
fine_dt_0_5fs,0.5,800,0.00412657883603
fine_dt_0_5fs,0.5,820,0.00414783598347
fine_dt_0_5fs,0.5,840,0.00422067297398
fine_dt_0_5fs,0.5,860,0.00425571026503
fine_dt_0_5fs,0.5,880,0.00427453674826
fine_dt_0_5fs,0.5,900,0.00424653626202
fine_dt_0_5fs,0.5,920,0.00424201943717
fine_dt_0_5fs,0.5,940,0.00429077307486
fine_dt_0_5fs,0.5,960,0.00424281689919
fine_dt_0_5fs,0.5,980,0.00419950514228
fine_dt_0_5fs,0.5,1000,0.00420717991671
coarse_dt_20fs,20,20,0
coarse_dt_20fs,20,40,0.000561099333109
coarse_dt_20fs,20,60,0.00207518965844
coarse_dt_20fs,20,80,0.00372913374373
coarse_dt_20fs,20,100,0.00505524673301
coarse_dt_20fs,20,120,0.00582822888269
coarse_dt_20fs,20,140,0.00612714627768
coarse_dt_20fs,20,160,0.00604485196402
coarse_dt_20fs,20,180,0.00585349966155
coarse_dt_20fs,20,200,0.0057025384979
coarse_dt_20fs,20,220,0.005714060595
coarse_dt_20fs,20,240,0.00567305060599
coarse_dt_20fs,20,260,0.00569968668317
coarse_dt_20fs,20,280,0.00575874540568
coarse_dt_20fs,20,300,0.00583235029727
coarse_dt_20fs,20,320,0.00587272229641
coarse_dt_20fs,20,340,0.00586728662269
coarse_dt_20fs,20,360,0.00583860897792
coarse_dt_20fs,20,380,0.00576633110526
coarse_dt_20fs,20,400,0.00560249530599
coarse_dt_20fs,20,420,0.00547120975002
coarse_dt_20fs,20,440,0.00530031140286
coarse_dt_20fs,20,460,0.0052355362911
coarse_dt_20fs,20,480,0.00517934852302
coarse_dt_20fs,20,500,0.00512164871895
coarse_dt_20fs,20,520,0.00513648198348
coarse_dt_20fs,20,540,0.00510951415157
coarse_dt_20fs,20,560,0.00507506269845
coarse_dt_20fs,20,580,0.00506849140277
coarse_dt_20fs,20,600,0.00497514710451
coarse_dt_20fs,20,620,0.00497299707864
coarse_dt_20fs,20,640,0.00484810418119
coarse_dt_20fs,20,660,0.00481224277046
coarse_dt_20fs,20,680,0.0047885159271
coarse_dt_20fs,20,700,0.00470511789096
coarse_dt_20fs,20,720,0.00465132258491
coarse_dt_20fs,20,740,0.00463008390205
coarse_dt_20fs,20,760,0.00470969865824
coarse_dt_20fs,20,780,0.00478244864341
coarse_dt_20fs,20,800,0.00478903907879
coarse_dt_20fs,20,820,0.00482489410963
coarse_dt_20fs,20,840,0.00487630333356
coarse_dt_20fs,20,860,0.00496882462488
coarse_dt_20fs,20,880,0.00496462665152
coarse_dt_20fs,20,900,0.00497212303252
coarse_dt_20fs,20,920,0.00497034942067
coarse_dt_20fs,20,940,0.00496306995623
coarse_dt_20fs,20,960,0.00488499913552
coarse_dt_20fs,20,980,0.00483076999636
coarse_dt_20fs,20,1000,0.00479918949767
float64_dt_2fs,2,20,0
float64_dt_2fs,2,40,0.000403622251514
float64_dt_2fs,2,60,0.00177457172269
float64_dt_2fs,2,80,0.00296258812377
float64_dt_2fs,2,100,0.00390895730776
float64_dt_2fs,2,120,0.00455349206178
float64_dt_2fs,2,140,0.00505162049275
float64_dt_2fs,2,160,0.00523683632063
float64_dt_2fs,2,180,0.00525093715118
float64_dt_2fs,2,200,0.00540243868311
float64_dt_2fs,2,220,0.00537754978406
float64_dt_2fs,2,240,0.0053261973612
float64_dt_2fs,2,260,0.00525838552847
float64_dt_2fs,2,280,0.00522838898956
float64_dt_2fs,2,300,0.00518827358969
float64_dt_2fs,2,320,0.0051413564488
float64_dt_2fs,2,340,0.00506346740644
float64_dt_2fs,2,360,0.0049544209494
float64_dt_2fs,2,380,0.00495754377671
float64_dt_2fs,2,400,0.0048032450729
float64_dt_2fs,2,420,0.00465913902867
float64_dt_2fs,2,440,0.00452193939656
float64_dt_2fs,2,460,0.00449080345436
float64_dt_2fs,2,480,0.00450101158864
float64_dt_2fs,2,500,0.00442617226099
float64_dt_2fs,2,520,0.00444035064388
float64_dt_2fs,2,540,0.00441376938485
float64_dt_2fs,2,560,0.00445188589934
float64_dt_2fs,2,580,0.00438031551548
float64_dt_2fs,2,600,0.00434927407782
float64_dt_2fs,2,620,0.00443760590085
float64_dt_2fs,2,640,0.00447825762723
float64_dt_2fs,2,660,0.00443366879212
float64_dt_2fs,2,680,0.00428334831653
float64_dt_2fs,2,700,0.00427979451596
float64_dt_2fs,2,720,0.00434108751679
float64_dt_2fs,2,740,0.0043581619301
float64_dt_2fs,2,760,0.00432767036978
float64_dt_2fs,2,780,0.00442705220249
float64_dt_2fs,2,800,0.00443092192353
float64_dt_2fs,2,820,0.00457125208602
float64_dt_2fs,2,840,0.00451672825753
float64_dt_2fs,2,860,0.00449955172328
float64_dt_2fs,2,880,0.00445820048292
float64_dt_2fs,2,900,0.00437915244308
float64_dt_2fs,2,920,0.00427970036309
float64_dt_2fs,2,940,0.00426594217812
float64_dt_2fs,2,960,0.00418423056795
float64_dt_2fs,2,980,0.00419126252608
float64_dt_2fs,2,1000,0.00420500648664
force_scale_0_98,2,20,0
force_scale_0_98,2,40,0.00045136914305
force_scale_0_98,2,60,0.00174410322618
force_scale_0_98,2,80,0.0030149639899
force_scale_0_98,2,100,0.00391378232629
force_scale_0_98,2,120,0.0044575185511
force_scale_0_98,2,140,0.00490030953752
force_scale_0_98,2,160,0.00513143303928
force_scale_0_98,2,180,0.00523641255924
force_scale_0_98,2,200,0.00525664603301
force_scale_0_98,2,220,0.00532876004125
force_scale_0_98,2,240,0.00532103120706
force_scale_0_98,2,260,0.00529918402065
force_scale_0_98,2,280,0.00526095144445
force_scale_0_98,2,300,0.00528680351281
force_scale_0_98,2,320,0.00525141290014
force_scale_0_98,2,340,0.00513597691432
force_scale_0_98,2,360,0.00507703393712
force_scale_0_98,2,380,0.00507207520073
force_scale_0_98,2,400,0.00496247993998
force_scale_0_98,2,420,0.0049471529366
force_scale_0_98,2,440,0.00486054818093
force_scale_0_98,2,460,0.00480027242083
force_scale_0_98,2,480,0.00478989108733
force_scale_0_98,2,500,0.00467753226204
force_scale_0_98,2,520,0.0046389926231
force_scale_0_98,2,540,0.00455430864278
force_scale_0_98,2,560,0.00443712827934
force_scale_0_98,2,580,0.00438680265826
force_scale_0_98,2,600,0.00430420931779
force_scale_0_98,2,620,0.00428936577487
force_scale_0_98,2,640,0.0042520347871
force_scale_0_98,2,660,0.00424808217114
force_scale_0_98,2,680,0.00421210356601
force_scale_0_98,2,700,0.00420242782347
force_scale_0_98,2,720,0.00416527323343
force_scale_0_98,2,740,0.00409157817881
force_scale_0_98,2,760,0.00406717649184
force_scale_0_98,2,780,0.00416823932871
force_scale_0_98,2,800,0.0042006377131
force_scale_0_98,2,820,0.00426632953705
force_scale_0_98,2,840,0.00422189690705
force_scale_0_98,2,860,0.00431667475788
force_scale_0_98,2,880,0.00435689344194
force_scale_0_98,2,900,0.00433300134844
force_scale_0_98,2,920,0.00434698903567
force_scale_0_98,2,940,0.00438833143865
force_scale_0_98,2,960,0.00431253267768
force_scale_0_98,2,980,0.00428129721171
force_scale_0_98,2,1000,0.00426601594108
