time,exact_position,float64_exact_position,low_precision_exact_position,float64_biased_position
148.5,-0.663622609282,-0.500729878061,-0.49,0.818783086865
149.4,0.173466998943,0.36792609307,0.377,0.955718812783
150.3,0.879280240701,0.957439685518,0.96,0.354034051879
151.2,0.919671726103,0.820551980815,0.814,-0.52126340792
152.1,0.264073984263,0.0611185092522,0.05,-0.993706150441
153,-0.591369684144,-0.744685052325,-0.751,-0.69817016242
153.9,-0.999276565458,-0.985502436538,-0.983,0.136941669828
154.8,-0.650950864151,-0.478627554519,-0.468,0.86621910656
155.7,0.190001473436,0.391377957778,0.402,0.92604526785
156.6,0.887164483899,0.964448362301,0.966,0.270183930464
157.5,0.912939099939,0.805800046568,0.797,-0.594487135873
158.4,0.247819605993,0.0357981302638,0.022,-0.999713047595
159.3,-0.604844825103,-0.761363521168,-0.769,-0.632317841033
160.2,-0.999774751075,-0.980885183632,-0.978,0.223759711552
161.1,-0.638095077484,-0.456217650136,-0.444,0.906906162576
162,0.206482229338,0.41457831093,0.428,0.889156636306
162.9,0.894797901538,0.970837254798,0.974,0.184228727875
163.8,0.90594836103,0.790530280338,0.782,-0.663079042551
164.7,0.231495162371,0.0104547462918,-0.003,-0.997930891152
165.6,-0.618148959957,-0.777552714311,-0.786,-0.561538948401
166.5,-0.999990273142,-0.975637583631,-0.975,0.308834376624
167.4,-0.62505888396,-0.433514566211,-0.424,0.940527250288
168.3,0.22290460709,0.437512243263,0.449,0.845340328153
169.2,0.902178335442,0.976602257309,0.98,0.0968381459657
170.1,0.898701485847,0.77475249495,0.766,-0.726504708561
171,0.215105268762,-0.0148953562227,-0.028,-0.988373566408
171.9,-0.631278327267,-0.79324222808,-0.801,-0.486384943354
172.8,-0.999923070726,-0.969763008804,-0.965,0.391502823714
173.7,-0.611845969268,-0.410532892443,-0.397,0.966820418074
174.6,0.23926396364,0.460165016724,0.472,0.794937728924
175.5,0.909303698961,0.981739665066,0.982,0.00869307004327
176.4,0.891200523279,0.758476829695,0.746,-0.784269966191
177.3,0.198654559036,-0.0402358865216,-0.054,-0.971115537246
178.2,-0.644229215001,-0.80842197991,-0.813,-0.407441372489
179.1,-0.999573162828,-0.963265234335,-0.955,0.471120959032
180,-0.598460069058,-0.387287397568,-0.373,0.985580808256
180.9,0.255555673751,0.482522073941,0.492,0.738341539853
181.8,0.916171977561,0.986246176611,0.982,-0.079519736103
182.7,0.883447594054,0.741713743819,0.728,-0.835924749604
183.6,0.182147684256,-0.0655505599979,-0.079,-0.946291265965
184.5,-0.656997961592,-0.823082214822,-0.826,-0.325323308008
185.4,-0.998940648374,-0.956148435894,-0.947,0.547068454651
186.3,-0.584904967888,-0.363793019857,-0.35,0.996662253207
187.2,0.271775131314,0.504569047581,0.511,0.675992718224
188.1,0.922781229393,0.990118895922,0.986,-0.167112980978
189,0.875444890134,0.724474009796,0.713,-0.881066601438
189.9,0.165589311365,-0.0908231086611,-0.1,-0.914094165643
190.8,-0.669580956967,-0.837213511698,-0.838,-0.24067055551
191.7,-0.998025706195,-0.948417186956,-0.94,0.618753581658
192.6,-0.571184498155,-0.340064857523,-0.329,0.999978414183
193.5,0.287917750645,0.526291769577,0.533,0.608377041745
194.4,0.929129585841,0.99335533427,0.99,-0.253404200269
195.3,0.867194674103,0.706768706414,0.696,-0.919343808465
196.2,0.148984121866,-0.116037291591,-0.126,-0.874775093206
197.1,-0.681974643571,-0.850806789329,-0.852,-0.154142669081
198,-0.996828594969,-0.94007645586,-0.931,0.685617820489
198.9,-0.557302539009,-0.316118159015,-0.303,0.995503454014
199.8,0.303978967788,0.547676280236,0.555,0.536021323714
200.7,0.935215252053,0.995953411818,0.992,-0.337721074118
201.6,0.858699278521,0.688609211645,0.677,-0.95045814189
202.5,0.132336810499,-0.141176905376,-0.152,-0.828640394923
203.4,-0.694175517371,-0.863853312257,-0.866,-0.0664138125204
204.3,-0.995349653153,-0.931131602617,-0.924,0.747140212514
205.2,-0.543263015259,-0.29196831322,-0.281,0.98327223841
206.1,0.319954241798,0.568708837214,0.576,0.459489308465
207,0.941036507443,0.997911458963,0.996,-0.419406665368
207.9,0.849961105268,0.670007195343,0.658,-0.974167180939
208.8,0.115652083911,-0.166225794524,-0.18,-0.776049519575
209.7,-0.706180128847,-0.876344696383,-0.882,0.0218324932691
210.6,-0.993589298884,-0.921588375465,-0.915,0.802841418976
211.5,-0.529069896259,-0.267630839576,-0.252,0.963380064311
212.4,0.335839056031,0.589375924339,0.601,0.379377279072
213.3,0.946591706185,0.999228217404,0.998,-0.497824537942
214.2,0.840982624864,0.650974611736,0.638,-0.99028620163
215.1,0.09893465933,-0.191167861846,-0.205,-0.71741221789
216,-0.71798508397,-0.888272914357,-0.894,0.109908695787
216.9,-0.99154802986,-0.911452907178,-0.905,0.85228745566
217.8,-0.514727194791,-0.243121378093,-0.228,0.935981917399
218.7,0.351628919416,0.609664260304,0.621,0.296309411533
219.6,0.951879277674,0.999902840949,0.999,-0.572363715508
220.5,0.831766375768,0.631523691751,0.619,-0.998689616008
221.4,0.0821892632262,-0.215987078799,-0.232,-0.653185350048
222.3,-0.729587045156,-0.89963030074,-0.905,0.197128567856
223.2,-0.989226423206,-0.90073171112,-0.892,0.895093074188
224.1,-0.500238965928,-0.218455679309,-0.201,0.901291264565
225,0.36731936773,0.629560807196,0.642,0.21093291164
225.9,0.956897726968,0.999934896066,0.999,-0.642443441766
226.8,0.822314963667,0.611666935149,0.598,-0.999311950641
227.7,0.0654206299794,-0.240667495789,-0.259,-0.583869326161
228.6,-0.740982732215,-0.910409556923,-0.918,0.282812554219
229.5,-0.986625135303,-0.889431677062,-0.881,0.930924763601
230.4,-0.485609305885,-0.193649594162,-0.176,0.859578390722
231.3,0.382905964856,0.649052778882,0.662,0.123912972403
232.2,0.961645635215,0.999324362154,1.001,-0.707517705295
233.1,0.812631060731,0.591417102494,0.58,-0.99214835674
234,0.048633500539,-0.265193252417,-0.281,-0.510004207425
234.9,-0.752168923277,-0.920603755824,-0.928,0.366293066147
235.8,-0.983744901604,-0.877560066755,-0.869,0.95950334884
236.7,-0.470842350868,-0.168719063808,-0.152,0.811168292938
237.6,0.398384304037,0.668127649219,0.681,0.0359275913476
238.5,0.966121660052,0.998071631562,0.996,-0.767079493677
239.4,0.802717404864,0.570787206955,0.555,-0.977254647937
240.3,0.0318326210835,-0.289548587676,-0.307,-0.432165498352
241.2,-0.763142455701,-0.930206346336,-0.935,0.446919682818
242.1,-0.980586536432,-0.865124509263,-0.852,0.980606165879
243,-0.455942275895,-0.143680109377,-0.125,0.756438148292
