time_step,replica_index,time,relative_energy_error
0.003,1,2.07,-5.25452799896e-05
0.003,1,2.1,-3.48876315692e-05
0.003,1,2.13,-3.25668187444e-05
0.003,1,2.16,-3.51165141824e-05
0.003,1,2.19,-3.28513216293e-05
0.003,1,2.22,-3.79844651941e-05
0.003,1,2.25,-2.69023314562e-05
0.003,1,2.28,-3.90541522482e-05
0.003,1,2.31,-4.525564873e-05
0.003,1,2.34,-3.32367197217e-05
0.003,1,2.37,-3.36035058404e-05
0.003,1,2.4,-3.65381769344e-05
0.003,1,2.43,-3.59185979189e-05
0.003,1,2.46,-3.97284687344e-05
0.003,1,2.49,-2.88862656861e-05
0.003,1,2.52,-3.90760587657e-05
0.003,1,2.55,-4.38814241317e-05
0.003,1,2.58,-2.63522251478e-05
0.003,1,2.61,-2.87661285447e-05
0.003,1,2.64,-3.97743717198e-05
0.003,1,2.67,-3.2518889187e-05
0.003,1,2.7,-2.78094478754e-05
0.003,1,2.73,-3.79752573082e-05
0.003,1,2.76,-3.14652305171e-05
0.003,1,2.79,-3.52672725425e-05
0.003,1,2.82,-3.24241141017e-05
0.003,1,2.85,-2.8239382592e-05
0.003,1,2.88,-3.09297904902e-05
0.003,1,2.91,-2.35794445078e-05
0.003,1,2.94,-4.8743716212e-05
0.003,1,2.97,-3.42763070177e-05
0.003,1,3,-2.66733853946e-05
0.003,1,3.03,-3.78062706467e-05
0.003,1,3.06,-2.50122518998e-05
0.003,1,3.09,-4.30845541389e-05
0.003,1,3.12,-2.61080388213e-05
0.003,1,3.15,-4.44459545601e-05
0.003,1,3.18,-2.52622388331e-05
0.003,1,3.21,-3.22047510757e-05
0.003,1,3.24,-2.61060479547e-05
0.003,1,3.27,-4.1012195802e-05
0.003,1,3.3,-3.68305590844e-05
0.003,1,3.33,-2.56162959032e-05
0.003,1,3.36,-3.89004219158e-05
0.003,1,3.39,-3.88008882845e-05
0.003,1,3.42,-3.72003510294e-05
0.003,1,3.45,-3.701312052e-05
0.003,1,3.48,-4.81121684563e-05
0.003,1,3.51,-3.93730361863e-05
0.003,1,3.54,-2.5566204018e-05
0.003,1,3.57,-4.75103769869e-05
0.003,1,3.6,-3.19038589971e-05
0.003,2,0,0
0.003,2,0.03,-4.44784737989e-06
0.003,2,0.06,-2.03805924794e-05
0.003,2,0.09,-4.20772874565e-05
0.003,2,0.12,-1.49439034787e-05
0.003,2,0.15,-9.6103183361e-06
0.003,2,0.18,-2.63099765528e-05
0.003,2,0.21,-2.32357892598e-05
0.003,2,0.24,-2.86856644024e-05
0.003,2,0.27,-2.82608059226e-05
0.003,2,0.3,-2.21409763026e-05
0.003,2,0.33,-3.5645396669e-05
0.003,2,0.36,-3.34394031532e-05
0.003,2,0.39,-1.5284693545e-05
0.003,2,0.42,-3.46268939028e-05
0.003,2,0.45,-3.8580150031e-05
0.003,2,0.48,-2.58905772535e-05
0.003,2,0.51,-1.15026186223e-05
0.003,2,0.54,-3.74758091787e-05
0.003,2,0.57,-2.93360611596e-05
0.003,2,0.6,-2.83779223995e-05
0.003,2,0.63,-2.28970341717e-05
0.003,2,0.66,-2.4776394704e-05
0.003,2,0.69,-3.49866910704e-05
0.003,2,0.72,-2.88742612636e-05
0.003,2,0.75,-1.65434365124e-05
0.003,2,0.78,-3.11770905222e-05
0.003,2,0.81,-3.58869435691e-05
0.003,2,0.84,-1.34606387905e-05
0.003,2,0.87,-2.52482665664e-05
0.003,2,0.9,-3.34283708003e-05
0.003,2,0.93,-2.83297533452e-05
0.003,2,0.96,-1.13908964258e-05
0.003,2,0.99,-2.23510899962e-05
0.003,2,1.02,-2.86867783465e-05
0.003,2,1.05,-2.44247234347e-05
0.003,2,1.08,-3.36098899903e-05
0.003,2,1.11,-2.29305648775e-05
0.003,2,1.14,-2.51725850366e-05
0.003,2,1.17,-2.41813198262e-05
0.003,2,1.2,-4.44768499328e-05
0.003,2,1.23,-2.22490999798e-05
0.003,2,1.26,-2.73495439053e-05
0.003,2,1.29,-3.0623484185e-05
0.003,2,1.32,-1.53916845905e-05
