time_step,replica_index,time,relative_energy_error
0.003,2,1.35,-3.38164810798e-05
0.003,2,1.38,-3.59043571703e-05
0.003,2,1.41,-3.00732894962e-05
0.003,2,1.44,-1.6679381129e-05
0.003,2,1.47,-3.17972559423e-05
0.003,2,1.5,-3.88981107629e-05
0.003,2,1.53,-2.6220316625e-05
0.003,2,1.56,-3.22051453685e-05
0.003,2,1.59,-3.69244734441e-05
0.003,2,1.62,-2.76125114652e-05
0.003,2,1.65,-3.41296420125e-05
0.003,2,1.68,-4.80399411674e-05
0.003,2,1.71,-2.05233052217e-05
0.003,2,1.74,-2.69507696016e-05
0.003,2,1.77,-4.25016729413e-05
0.003,2,1.8,-3.01690045952e-05
0.003,2,1.83,-3.42153626194e-05
0.003,2,1.86,-2.74326836973e-05
0.003,2,1.89,-4.50271089592e-05
0.003,2,1.92,-2.78201490131e-05
0.003,2,1.95,-3.07984264735e-05
0.003,2,1.98,-3.57222160264e-05
0.003,2,2.01,-3.9250691556e-05
0.003,2,2.04,-2.71260013841e-05
0.003,2,2.07,-3.2880293359e-05
0.003,2,2.1,-2.92398233432e-05
0.003,2,2.13,-3.3171746193e-05
0.003,2,2.16,-3.79320552743e-05
0.003,2,2.19,-3.69929178413e-05
0.003,2,2.22,-4.1939247053e-05
0.003,2,2.25,-3.38778851857e-05
0.003,2,2.28,-2.59897506765e-05
0.003,2,2.31,-3.31707822772e-05
0.003,2,2.34,-4.63995411974e-05
0.003,2,2.37,-4.52351800918e-05
0.003,2,2.4,-3.3861494081e-05
0.003,2,2.43,-3.61848239144e-05
0.003,2,2.46,-4.58588111908e-05
0.003,2,2.49,-4.44349252504e-05
0.003,2,2.52,-3.79090915791e-05
0.003,2,2.55,-5.05812469484e-05
0.003,2,2.58,-5.02147173048e-05
0.003,2,2.61,-4.12563966284e-05
0.003,2,2.64,-4.93664516184e-05
0.003,2,2.67,-3.11924644121e-05
0.003,2,2.7,-5.45773833145e-05
0.003,2,2.73,-4.58747305234e-05
0.003,2,2.76,-2.48196335923e-05
0.003,2,2.79,-6.31682202122e-05
0.003,2,2.82,-4.90724426917e-05
0.003,2,2.85,-3.62246553138e-05
0.003,2,2.88,-4.71499918876e-05
0.003,2,2.91,-4.68876369869e-05
0.003,2,2.94,-3.98567088667e-05
0.003,2,2.97,-4.18345764594e-05
0.003,2,3,-6.30908870411e-05
0.003,2,3.03,-4.95217690136e-05
0.003,2,3.06,-2.91878754059e-05
0.003,2,3.09,-3.73575264828e-05
0.003,2,3.12,-4.66960832823e-05
0.003,2,3.15,-4.48601227396e-05
0.003,2,3.18,-4.52144632418e-05
0.003,2,3.21,-3.69739000381e-05
0.003,2,3.24,-3.74861865982e-05
0.003,2,3.27,-5.52752642675e-05
0.003,2,3.3,-4.73313539571e-05
0.003,2,3.33,-3.33472847463e-05
0.003,2,3.36,-3.66771153539e-05
0.003,2,3.39,-5.74691365508e-05
0.003,2,3.42,-3.52875386147e-05
0.003,2,3.45,-4.31657294742e-05
0.003,2,3.48,-5.46689730212e-05
0.003,2,3.51,-4.19526920045e-05
0.003,2,3.54,-2.74443215049e-05
0.003,2,3.57,-4.84782134916e-05
0.003,2,3.6,-5.20759377532e-05
0.006,0,0,0
0.006,0,0.06,-0.000118929024391
0.006,0,0.12,-8.7312913739e-05
0.006,0,0.18,-8.58458225964e-05
0.006,0,0.24,-8.38782809935e-05
0.006,0,0.3,-0.000105831130337
0.006,0,0.36,-0.00011386416766
0.006,0,0.42,-0.000119856872024
0.006,0,0.48,-0.000161250358064
0.006,0,0.54,-0.000122449858535
0.006,0,0.6,-0.000124494160586
0.006,0,0.66,-0.00015366793917
0.006,0,0.72,-0.000134768166868
0.006,0,0.78,-0.000110546391214
0.006,0,0.84,-0.000186745406201
0.006,0,0.9,-0.00014112698413
0.006,0,0.96,-0.000143776915319
0.006,0,1.02,-0.00013155350732
0.006,0,1.08,-0.000128824157494
0.006,0,1.14,-0.000156959532612
0.006,0,1.2,-0.000180906983516
0.006,0,1.26,-0.000168984957312
0.006,0,1.32,-0.000142059911813
0.006,0,1.38,-0.000176989293905
0.006,0,1.44,-0.000144332245517
0.006,0,1.5,-0.000194815784305
0.006,0,1.56,-0.000175235942676
0.006,0,1.62,-0.000169503705118
0.006,0,1.68,-0.000177352155758
0.006,0,1.74,-0.000155597892851
0.006,0,1.8,-0.000256402416532
0.006,0,1.86,-0.000103085618185
0.006,0,1.92,-0.00021374878978
0.006,0,1.98,-0.000184376232269
0.006,0,2.04,-0.000185452852298
0.006,0,2.1,-0.000186778156861
0.006,0,2.16,-0.000144809359232
0.006,0,2.22,-0.000181481837889
0.006,0,2.28,-0.000143043602396
0.006,0,2.34,-0.000162878995992
0.006,0,2.4,-0.000167503080837
0.006,0,2.46,-0.000185364699676
0.006,0,2.52,-0.00016451137709
0.006,0,2.58,-0.000188355038463
0.006,0,2.64,-0.000177165474452
0.006,0,2.7,-0.000213183487567
0.006,0,2.76,-0.000159279846502
0.006,0,2.82,-0.000189887624759
0.006,0,2.88,-0.000224547013112
0.006,0,2.94,-0.000139979947061
0.006,0,3,-0.000205557634212
0.006,0,3.06,-0.000199278793626
0.006,0,3.12,-0.000146942132832
0.006,0,3.18,-0.00013408849846
0.006,0,3.24,-0.000149697221955
0.006,0,3.3,-0.000123122490771
0.006,0,3.36,-0.000178788472031
0.006,0,3.42,-0.00017853003785
0.006,0,3.48,-0.000172777299177
0.006,0,3.54,-0.000143518208075
0.006,0,3.6,-0.000201434018625
0.006,0,3.66,-0.000152351684776
0.006,0,3.72,-0.000154280589186
0.006,0,3.78,-0.000228404092417
0.006,0,3.84,-0.000151572272019
0.006,0,3.9,-0.000175683754532
0.006,0,3.96,-0.000182084321601
0.006,0,4.02,-0.000204426697854
0.006,0,4.08,-0.000177613759719
0.006,0,4.14,-0.000191882602502
0.006,0,4.2,-0.000134774483865
0.006,0,4.26,-0.000220409616637
0.006,0,4.32,-0.0001867031357
0.006,0,4.38,-0.000204661515007
0.006,0,4.44,-0.00021136484877
0.006,0,4.5,-0.000206667843317
0.006,0,4.56,-0.000208792128888
0.006,0,4.62,-0.000207514516471
0.006,0,4.68,-0.000231981791607
0.006,0,4.74,-0.000176734714193
0.006,0,4.8,-0.00016874260136
0.006,0,4.86,-0.000264727297357
0.006,0,4.92,-0.00025369815825
0.006,0,4.98,-0.000201963695898
0.006,0,5.04,-0.000167132695363
0.006,0,5.1,-0.000208125462008
0.006,0,5.16,-0.000182472040918
0.006,0,5.22,-0.000245527673974
0.006,0,5.28,-0.000201964472896
0.006,0,5.34,-0.000142646525349
0.006,0,5.4,-0.000169454835012
0.006,0,5.46,-0.000175808596549
0.006,0,5.52,-0.00017388151057
0.006,0,5.58,-0.000183520811223
0.006,0,5.64,-0.000221852983637
0.006,0,5.7,-0.000148596977263
0.006,0,5.76,-0.000192192516255
0.006,0,5.82,-0.000221316584328
0.006,0,5.88,-0.000160534066678
0.006,0,5.94,-0.000151429853483
0.006,0,6,-0.000229073216545
0.006,0,6.06,-0.000189200369652
0.006,0,6.12,-0.000164969447766
0.006,0,6.18,-0.000196436803968
0.006,0,6.24,-0.000158848317631
0.006,0,6.3,-0.000184612322669
0.006,0,6.36,-0.00020747136158
0.006,0,6.42,-0.000156589779187
0.006,0,6.48,-0.000186348596639
0.006,0,6.54,-0.000167606157846
0.006,0,6.6,-0.000193077400062
0.006,0,6.66,-0.00018300067974
0.006,0,6.72,-0.000180979056223
0.006,0,6.78,-0.000166467143764
0.006,0,6.84,-0.000151633117385
0.006,0,6.9,-0.000167848735561
0.006,0,6.96,-0.000178800463061
0.006,0,7.02,-0.000167220241651
0.006,0,7.08,-0.000163127380108
0.006,0,7.14,-0.000182756727021
0.006,0,7.2,-0.000224463386589
0.006,1,0,0
0.006,1,0.06,-7.96674338607e-05
0.006,1,0.12,-3.13614324683e-05
0.006,1,0.18,-0.000106568343097
0.006,1,0.24,-8.49822687265e-05
0.006,1,0.3,-9.89086005173e-05
0.006,1,0.36,-9.76876093605e-05
0.006,1,0.42,-9.64641570421e-05
0.006,1,0.48,-0.000116960667649
0.006,1,0.54,-0.000108060907736
0.006,1,0.6,-0.00010728896154
0.006,1,0.66,-0.00011764655738
0.006,1,0.72,-8.23595881179e-05
0.006,1,0.78,-0.000102223638166
0.006,1,0.84,-8.33442871074e-05
0.006,1,0.9,-0.000126583953394
0.006,1,0.96,-0.000131699131564
0.006,1,1.02,-7.87407696719e-05
0.006,1,1.08,-0.000106919097374
0.006,1,1.14,-0.000116940432343
0.006,1,1.2,-9.90913707824e-05
0.006,1,1.26,-7.57007756008e-05
0.006,1,1.32,-0.000111692447405
0.006,1,1.38,-0.000119418675731
0.006,1,1.44,-0.000117884862718
0.006,1,1.5,-0.000115693711832
0.006,1,1.56,-0.000126218134423
0.006,1,1.62,-0.000104820921096
0.006,1,1.68,-0.000167465708215
0.006,1,1.74,-7.23660020074e-05
0.006,1,1.8,-0.000163630036708
0.006,1,1.86,-0.000116035967028
0.006,1,1.92,-0.000155129603693
0.006,1,1.98,-0.000147413485347
0.006,1,2.04,-0.000127251606186
0.006,1,2.1,-0.000110784558899
0.006,1,2.16,-0.000134025386239
0.006,1,2.22,-0.000116826589506
0.006,1,2.28,-0.000120493791256
0.006,1,2.34,-0.000120789637666
0.006,1,2.4,-0.000157020807808
0.006,1,2.46,-0.000132594342418
0.006,1,2.52,-7.83771403382e-05
0.006,1,2.58,-0.000136277564594
0.006,1,2.64,-8.50859923983e-05
0.006,1,2.7,-0.000124026920629
0.006,1,2.76,-0.000110110231044
0.006,1,2.82,-0.000120784128601
0.006,1,2.88,-0.000125884137097
0.006,1,2.94,-0.000150505929402
0.006,1,3,-0.000118377271689
0.006,1,3.06,-0.000115495981691
0.006,1,3.12,-0.000143207544569
0.006,1,3.18,-9.87081685655e-05
0.006,1,3.24,-0.000162673267936
0.006,1,3.3,-0.00011927263898
0.006,1,3.36,-0.000124173539141
0.006,1,3.42,-0.000155443949445
0.006,1,3.48,-0.000168305783003
0.006,1,3.54,-0.00014776662103
0.006,1,3.6,-0.000171072543989
0.006,1,3.66,-0.000157544316042
0.006,1,3.72,-0.000155663822362
0.006,1,3.78,-0.000108397405029
0.006,1,3.84,-0.000159348369636
0.006,1,3.9,-0.000117372161093
0.006,1,3.96,-0.000129175551387
0.006,1,4.02,-6.68054699077e-05
0.006,1,4.08,-0.000176399431114
0.006,1,4.14,-0.000121332832743
0.006,1,4.2,-0.000141865336852
0.006,1,4.26,-0.000197768038425
0.006,1,4.32,-8.29070591007e-05
0.006,1,4.38,-0.000208215957275
0.006,1,4.44,-0.000136749336634
0.006,1,4.5,-0.000102500575852
0.006,1,4.56,-0.000177625394274
0.006,1,4.62,-0.000139997061334
0.006,1,4.68,-8.99056179389e-05
0.006,1,4.74,-0.000143610021534
0.006,1,4.8,-0.000145723438493
0.006,1,4.86,-0.000137834480779
0.006,1,4.92,-8.70665477531e-05
0.006,1,4.98,-0.000193635524184
0.006,1,5.04,-0.000175143178876
0.006,1,5.1,-0.000163463595039
0.006,1,5.16,-9.78693899877e-05
0.006,1,5.22,-0.000185066606393
0.006,1,5.28,-9.68175825851e-05
0.006,1,5.34,-7.47962977897e-05
0.006,1,5.4,-0.000140001749706
0.006,1,5.46,-0.000172031573006
0.006,1,5.52,-0.000162547709862
0.006,1,5.58,-9.58818571795e-05
0.006,1,5.64,-0.000141356166661
0.006,1,5.7,-0.000134378389808
0.006,1,5.76,-0.000186119245752
0.006,1,5.82,-0.000107952915301
0.006,1,5.88,-0.000179063772893
0.006,1,5.94,-6.95933001116e-05
0.006,1,6,-0.000167049329669
0.006,1,6.06,-7.00419391215e-05
0.006,1,6.12,-0.000157851709706
0.006,1,6.18,-0.000136872155509
0.006,1,6.24,-0.000150139143186
0.006,1,6.3,-0.000153028102618
0.006,1,6.36,-0.000147253892618
0.006,1,6.42,-0.000180876993073
0.006,1,6.48,-0.000125189465598
0.006,1,6.54,-0.000135763330653
0.006,1,6.6,-0.000121971048349
0.006,1,6.66,-0.000135897448899
0.006,1,6.72,-0.0001253343941
0.006,1,6.78,-0.000133227983483
0.006,1,6.84,-9.93581790756e-05
0.006,1,6.9,-0.00012603614811
0.006,1,6.96,-0.000123243508386
0.006,1,7.02,-0.00012019912834
0.006,1,7.08,-0.000156977058637
0.006,1,7.14,-0.000166415840538
0.006,1,7.2,-0.00020354741462
0.006,2,0,0
0.006,2,0.06,-7.87504251615e-05
0.006,2,0.12,-5.58562435725e-05
0.006,2,0.18,-9.58373932204e-05
0.006,2,0.24,-0.000110190827477
0.006,2,0.3,-8.29859771925e-05
0.006,2,0.36,-0.000129285705448
0.006,2,0.42,-0.000133364429765
0.006,2,0.48,-0.000100376365289
0.006,2,0.54,-0.000146586523999
0.006,2,0.6,-0.000117467479416
0.006,2,0.66,-0.000101852834267
0.006,2,0.72,-0.000114947004711
0.006,2,0.78,-0.000130506357928
0.006,2,0.84,-6.53518395881e-05
0.006,2,0.9,-0.000151803989395
0.006,2,0.96,-5.42271246435e-05
0.006,2,1.02,-0.000126947544545
0.006,2,1.08,-0.000142198847564
0.006,2,1.14,-0.000112768809234
0.006,2,1.2,-0.000191140633977
0.006,2,1.26,-0.000118740351711
0.006,2,1.32,-7.02257207613e-05
0.006,2,1.38,-0.000149856728515
0.006,2,1.44,-7.86729695081e-05
0.006,2,1.5,-0.000157882046535
0.006,2,1.56,-0.000133373726139
0.006,2,1.62,-0.000123823881698
0.006,2,1.68,-0.00018633435516
0.006,2,1.74,-0.000104154090606
0.006,2,1.8,-0.000120289178901
0.006,2,1.86,-0.000114623432509
0.006,2,1.92,-0.000131766442158
0.006,2,1.98,-0.000157944782304
0.006,2,2.04,-0.00010867077346
0.006,2,2.1,-9.11783388482e-05
0.006,2,2.16,-0.000134742160031
0.006,2,2.22,-0.000170234027811
0.006,2,2.28,-0.000147567661573
0.006,2,2.34,-0.000194344191377
0.006,2,2.4,-0.000151550242761
0.006,2,2.46,-0.000153721433932
0.006,2,2.52,-0.000158558577991
0.006,2,2.58,-0.000152013759413
0.006,2,2.64,-0.000216611918179
0.006,2,2.7,-0.000152934978085
0.006,2,2.76,-0.000190711216163
0.006,2,2.82,-0.00021340629288
0.006,2,2.88,-0.000181982023329
0.006,2,2.94,-0.000186436465744
0.006,2,3,-0.00025789093339
0.006,2,3.06,-0.000147543638873
0.006,2,3.12,-0.000120834060333
0.006,2,3.18,-0.00020352667913
0.006,2,3.24,-0.000253050222588
0.006,2,3.3,-0.000181490255954
0.006,2,3.36,-0.000177167816245
0.006,2,3.42,-0.000139889022361
0.006,2,3.48,-0.000216974303705
0.006,2,3.54,-0.000199638464417
0.006,2,3.6,-0.000114406669904
0.006,2,3.66,-0.000225146897789
0.006,2,3.72,-0.000144139773122
0.006,2,3.78,-0.000180243825244
0.006,2,3.84,-0.000171972722986
0.006,2,3.9,-0.000205705368033
0.006,2,3.96,-0.000182418968813
0.006,2,4.02,-0.000249663509958
0.006,2,4.08,-0.000187000407366
0.006,2,4.14,-0.000189195732246
0.006,2,4.2,-0.000183170950489
0.006,2,4.26,-0.000203401096932
0.006,2,4.32,-0.000172802121825
0.006,2,4.38,-0.000162029482063
0.006,2,4.44,-0.000179220227461
0.006,2,4.5,-0.000177058177875
0.006,2,4.56,-0.000192595962046
0.006,2,4.62,-0.000211037278499
0.006,2,4.68,-0.000150478396479
0.006,2,4.74,-0.000174156943519
0.006,2,4.8,-0.000157697317597
0.006,2,4.86,-0.000156577415163
0.006,2,4.92,-8.99921795002e-05
0.006,2,4.98,-0.000209977646978
0.006,2,5.04,-0.000199030689324
0.006,2,5.1,-0.000228305315603
0.006,2,5.16,-0.000117181590345
0.006,2,5.22,-0.000202499606746
0.006,2,5.28,-0.000142089235816
0.006,2,5.34,-0.000137538358595
0.006,2,5.4,-0.000198945654543
0.006,2,5.46,-0.000137011896801
0.006,2,5.52,-0.000162229368479
0.006,2,5.58,-0.000190685663589
0.006,2,5.64,-0.000186795509285
0.006,2,5.7,-0.000168922874342
0.006,2,5.76,-0.000178210386288
0.006,2,5.82,-0.000170379696826
0.006,2,5.88,-0.000254236280793
0.006,2,5.94,-0.000136337908172
0.006,2,6,-0.000139112076399
0.006,2,6.06,-0.000157823743663
0.006,2,6.12,-0.000152768566765
0.006,2,6.18,-0.00015851342571
0.006,2,6.24,-0.000157912371836
0.006,2,6.3,-0.000184262051418
0.006,2,6.36,-0.000115882309182
0.006,2,6.42,-0.000124459629137
0.006,2,6.48,-0.000133815119121
0.006,2,6.54,-0.000162760190421
0.006,2,6.6,-0.000119367177464
0.006,2,6.66,-0.000141320600292
0.006,2,6.72,-0.00018299406512
0.006,2,6.78,-0.000138019476108
0.006,2,6.84,-0.00015408175528
0.006,2,6.9,-0.00014561377799
0.006,2,6.96,-0.000131582048212
0.006,2,7.02,-0.000141217261976
0.006,2,7.08,-0.000203836569582
0.006,2,7.14,-0.000194307854388
0.006,2,7.2,-0.000165248118406
