speed,direction,replica_index,frame_index,center_angstrom,distance_angstrom,work_increment_ev,cumulative_work_ev
fast,forward,2,26,5.76326530612,6.42108427617,-0.000936422984343,-0.019941520371
fast,forward,2,27,5.8387755102,6.50406352558,-0.000947702767073,-0.0208892231381
fast,forward,2,28,5.91428571429,6.52859075565,-0.000870708071635,-0.0217599312097
fast,forward,2,29,5.98979591837,6.55124809059,-0.000790889452921,-0.0225508206627
fast,forward,2,30,6.06530612245,6.571512753,-0.000707457410402,-0.0232582780731
fast,forward,2,31,6.14081632653,6.61691133335,-0.000661982713335,-0.0239202607864
fast,forward,2,32,6.21632653061,6.66184528786,-0.000615806336431,-0.0245360671228
fast,forward,2,33,6.29183673469,6.66765446759,-0.000510543564969,-0.0250466106878
fast,forward,2,34,6.36734693878,6.61212323753,-0.000312644256258,-0.0253592549441
fast,forward,2,35,6.44285714286,6.58879237493,-0.000163374073932,-0.025522629018
fast,forward,2,36,6.51836734694,6.59637297389,-6.07865070058e-05,-0.025583415525
fast,forward,2,37,6.59387755102,6.64437911031,-1.92497517619e-05,-0.0256026652768
fast,forward,2,38,6.6693877551,6.69873668645,1.2695033296e-05,-0.0255899702435
fast,forward,2,39,6.74489795918,6.73897580882,6.59615648535e-05,-0.0255240086786
fast,forward,2,40,6.82040816327,6.7871990208,0.000107170491702,-0.0254168381869
fast,forward,2,41,6.89591836735,6.82784199062,0.000159827131207,-0.0252570110557
fast,forward,2,42,6.97142857143,6.81322510255,0.000295937433629,-0.0249610736221
fast,forward,2,43,7.04693877551,6.76032754987,0.000489859352015,-0.0244712142701
fast,forward,2,44,7.12244897959,6.75542660364,0.000611296599425,-0.0238599176706
fast,forward,2,45,7.19795918367,6.7857039084,0.000679607508595,-0.023180310162
fast,forward,2,46,7.27346938776,6.79900448308,0.000773556744842,-0.0224067534172
fast,forward,2,47,7.34897959184,6.79664019241,0.000891163124665,-0.0215155902925
fast,forward,2,48,7.42448979592,6.78816132832,0.00101800375824,-0.0204975865343
fast,forward,2,49,7.5,6.78444320163,0,-0.0204975865343
fast,forward,3,0,3.8,4.40750118524,-0.000860432860342,-0.000860432860342
fast,forward,3,1,3.87551020408,4.46016625134,-0.000825932039718,-0.00168636490006
fast,forward,3,2,3.95102040816,4.52111665164,-0.00080394376461,-0.00249030866467
fast,forward,3,3,4.02653061224,4.55627095471,-0.000742998118196,-0.00323330678287
fast,forward,3,4,4.10204081633,4.55086641602,-0.000620800343387,-0.00385410712625
fast,forward,3,5,4.17755102041,4.51979185178,-0.000459835591241,-0.00431394271749
fast,forward,3,6,4.25306122449,4.47135501264,-0.000272650260659,-0.00458659297815
fast,forward,3,7,4.32857142857,4.44124554154,-0.000113142996096,-0.00469973597425
fast,forward,3,8,4.40408163265,4.42030516664,3.25170619604e-05,-0.00466721891229
fast,forward,3,9,4.47959183673,4.37683966305,0.000212194661293,-0.00445502425099
fast,forward,3,10,4.55510204082,4.3747345162,0.000329409681074,-0.00412561456992
fast,forward,3,11,4.6306122449,4.3195670597,0.000526759617457,-0.00359885495246
fast,forward,3,12,4.70612244898,4.29266395501,0.000681424614378,-0.00291743033809
fast,forward,3,13,4.78163265306,4.26574964567,0.00083610653261,-0.00208132380548
fast,forward,3,14,4.85714285714,4.27035563737,0.000943186363549,-0.00113813744193
fast,forward,3,15,4.93265306122,4.2693550206,0.00105873331749,-7.94041244341e-05
fast,forward,3,16,5.00816326531,4.28419605297,0.00115035614824,0.00107095202381
fast,forward,3,17,5.08367346939,4.29868976169,0.00124250350859,0.00231345553239
fast,forward,3,18,5.15918367347,4.32078693304,0.00132316808863,0.00363662362102
fast,forward,3,19,5.23469387755,4.37981068147,0.00134806600124,0.00498468962226
fast,forward,3,20,5.31020408163,4.48833201468,0.0012982124593,0.00628290208156
fast,forward,3,21,5.38571428571,4.59020592533,0.00125839788202,0.00754129996358
fast,forward,3,22,5.4612244898,4.67097884539,0.00125045010688,0.00879175007047
fast,forward,3,23,5.53673469388,4.77615520338,0.00120564816015,0.00999739823062
fast,forward,3,24,5.61224489796,4.91958427266,0.00110307681272,0.0111004750433
fast,forward,3,25,5.68775510204,5.07464868239,0.000982933726629,0.01208340877
fast,forward,3,26,5.76326530612,5.21721852707,0.000881659983686,0.0129650687537
fast,forward,3,27,5.8387755102,5.36818065479,0.00076771218064,0.0137327809343
fast,forward,3,28,5.91428571429,5.49777039021,0.000686041051685,0.014418821986
fast,forward,3,29,5.98979591837,5.61576538311,0.000621880350206,0.0150407023362
fast,forward,3,30,6.06530612245,5.75865480541,0.000520123979834,0.015560826316
fast,forward,3,31,6.14081632653,5.93717661721,0.000364555429396,0.0159253817454
fast,forward,3,32,6.21632653061,6.1117241017,0.0002149889243,0.0161403706697
fast,forward,3,33,6.29183673469,6.31645411366,1.9840643016e-05,0.0161602113127
fast,forward,3,34,6.36734693878,6.54107140989,-0.000205341496148,0.0159548698166
fast,forward,3,35,6.44285714286,6.77144908032,-0.000439222975937,0.0155156468406
fast,forward,3,36,6.51836734694,7.00309227606,-0.000675015657226,0.0148406311834
fast,forward,3,37,6.59387755102,7.21271616463,-0.000877554690939,0.0139630764925
fast,forward,3,38,6.6693877551,7.45308091613,-0.00112651870132,0.0128365577912
fast,forward,3,39,6.74489795918,7.66622460879,-0.00133437335754,0.0115021844336
fast,forward,3,40,6.82040816327,7.81493012414,-0.00144491321539,0.0100572712182
fast,forward,3,41,6.89591836735,7.95430823614,-0.00154136679061,0.00851590442763
fast,forward,3,42,6.97142857143,8.06206485096,-0.00159006545173,0.0069258389759
fast,forward,3,43,7.04693877551,8.15218459892,-0.00161212884452,0.00531371013138
fast,forward,3,44,7.12244897959,8.22228167771,-0.00160395392061,0.00370975621077
fast,forward,3,45,7.19795918367,8.28569177477,-0.0015856802896,0.00212407592117
fast,forward,3,46,7.27346938776,8.3207038433,-0.00152451983999,0.000599556081182
fast,forward,3,47,7.34897959184,8.32092971705,-0.00141082513704,-0.000811269055858
fast,forward,3,48,7.42448979592,8.36651510501,-0.00136563255758,-0.00217690161344
fast,forward,3,49,7.5,8.40684860179,0,-0.00217690161344
fast,reverse,0,0,7.5,7.48299543379,3.13375439078e-05,3.13375439078e-05
fast,reverse,0,1,7.42448979592,7.50654665081,0.000180940506392,0.0002122780503
fast,reverse,0,2,7.34897959184,7.51160829724,0.000302620443891,0.000514898494191
fast,reverse,0,3,7.27346938776,7.58301128864,0.000524489351356,0.00103938784555
fast,reverse,0,4,7.19795918367,7.62506991925,0.000702042285386,0.00174143013093
fast,reverse,0,5,7.12244897959,7.69304858196,0.000918739757686,0.00266016988862
fast,reverse,0,6,7.04693877551,7.76529442389,0.00114188154145,0.00380205143007
fast,reverse,0,7,6.97142857143,7.84791135149,0.00138068578114,0.00518273721121
fast,reverse,0,8,6.89591836735,7.88791416504,0.00155513401185,0.00673787122306
fast,reverse,0,9,6.82040816327,7.9236553456,0.00172314630702,0.00846101753008
fast,reverse,0,10,6.74489795918,7.93385809438,0.00185259035827,0.0103136078883
fast,reverse,0,11,6.6693877551,7.93212996157,0.00196401634347,0.0122776242318
fast,reverse,0,12,6.59387755102,7.94990175245,0.002104891193,0.0143825154248
fast,reverse,0,13,6.51836734694,7.96816316573,0.00224650547228,0.0166290208971
fast,reverse,0,14,6.44285714286,7.92413759774,0.00229405369822,0.0189230745953
fast,reverse,0,15,6.36734693878,7.87246318451,0.00233005060685,0.0212531252022
fast,reverse,0,16,6.29183673469,7.80840825018,0.00234735040197,0.0236004756041
fast,reverse,0,17,6.21632653061,7.76365558672,0.00239380056537,0.0259942761695
fast,reverse,0,18,6.14081632653,7.67855253473,0.00237931340731,0.0283735895768
fast,reverse,0,19,6.06530612245,7.5147528218,0.00224597823067,0.0306195678075
fast,reverse,0,20,5.98979591837,7.32391344315,0.00207180764051,0.032691375448
fast,reverse,0,21,5.91428571429,7.13124451433,0.00189487405621,0.0345862495042
fast,reverse,0,22,5.8387755102,6.93276828896,0.00170917026896,0.0362954197732
fast,reverse,0,23,5.76326530612,6.76502343187,0.00156987711952,0.0378652968927
fast,reverse,0,24,5.68775510204,6.58576087892,0.00141318989877,0.0392784867914
fast,reverse,0,25,5.61224489796,6.46692080239,0.00134775294855,0.04062623974
fast,reverse,0,26,5.53673469388,6.3769601045,0.00132592975381,0.0419521694938
fast,reverse,0,27,5.4612244898,6.27139015811,0.0012805334083,0.0432327029021
fast,reverse,0,28,5.38571428571,6.15663494291,0.00122126543231,0.0444539683344
fast,reverse,0,29,5.31020408163,6.03088841899,0.00114539833706,0.0455993666715
fast,reverse,0,30,5.23469387755,5.90115215543,0.0010635059207,0.0466628725922
fast,reverse,0,31,5.15918367347,5.7547761192,0.000956484051737,0.0476193566439
fast,reverse,0,32,5.08367346939,5.61204323125,0.000854964080176,0.0484743207241
fast,reverse,0,33,5.00816326531,5.44750383949,0.000720511837562,0.0491948325616
fast,reverse,0,34,4.93265306122,5.26616565421,0.000560689988404,0.04975552255
fast,reverse,0,35,4.85714285714,5.09187812902,0.000411516074894,0.0501670386249
fast,reverse,0,36,4.78163265306,4.9077029628,0.000247409805545,0.0504144484305
fast,reverse,0,37,4.70612244898,4.7538856682,0.000129150117824,0.0505435985483
fast,reverse,0,38,4.6306122449,4.57226116453,-3.11041305382e-05,0.0505124944178
fast,reverse,0,39,4.55510204082,4.39521457134,-0.000184444799795,0.050328049618
fast,reverse,0,40,4.47959183673,4.20338457263,-0.000360111428424,0.0499679381895
fast,reverse,0,41,4.40408163265,4.02669218903,-0.00051291716892,0.0494550210206
fast,reverse,0,42,4.32857142857,3.88292906292,-0.000615993010357,0.0488390280103
fast,reverse,0,43,4.25306122449,3.72017286254,-0.000747752270061,0.0480912757402
fast,reverse,0,44,4.17755102041,3.6030777432,-0.00081055397883,0.0472807217614
fast,reverse,0,45,4.10204081633,3.51495725138,-0.000829598086837,0.0464511236745
fast,reverse,0,46,4.02653061224,3.46972770169,-0.000783868118981,0.0456672555556
fast,reverse,0,47,3.95102040816,3.5048026742,-0.000616861933928,0.0450503936216
fast,reverse,0,48,3.87551020408,3.5947983792,-0.000366914234494,0.0446834793871
fast,reverse,0,49,3.8,3.74851590254,0,0.0446834793871
fast,reverse,1,0,7.5,8.66994710924,0.00182387680887,0.00182387680887
fast,reverse,1,1,7.42448979592,8.72980413445,0.00202830895107,0.00385218575994
fast,reverse,1,2,7.34897959184,8.78734927183,0.00222924967082,0.00608143543076
fast,reverse,1,3,7.27346938776,8.85276910293,0.00244208278519,0.00852351821595
fast,reverse,1,4,7.19795918367,8.87706847652,0.00259281561676,0.0111163338327
fast,reverse,1,5,7.12244897959,8.80641558072,0.00260015114357,0.0137164849763
fast,reverse,1,6,7.04693877551,8.73964044676,0.00261334288212,0.0163298278584
fast,reverse,1,7,6.97142857143,8.67726491732,0.00263317892136,0.0189630067798
fast,reverse,1,8,6.89591836735,8.60417879676,0.00263683978219,0.0215998465619
fast,reverse,1,9,6.82040816327,8.48328609249,0.00256830294517,0.0241681495071
fast,reverse,1,10,6.74489795918,8.32394964557,0.00244170821109,0.0266098577182
fast,reverse,1,11,6.6693877551,8.16748039188,0.00231944352393,0.0289293012421
fast,reverse,1,12,6.59387755102,7.96648503479,0.00212993533367,0.0310592365758
fast,reverse,1,13,6.51836734694,7.77702232658,0.00195784379682,0.0330170803726
fast,reverse,1,14,6.44285714286,7.58413655908,0.00178058274187,0.0347976631145
fast,reverse,1,15,6.36734693878,7.38357223292,0.00159172549627,0.0363893886108
fast,reverse,1,16,6.29183673469,7.16630806193,0.00137764807687,0.0377670366876
fast,reverse,1,17,6.21632653061,6.92598478721,0.00112874670488,0.0388957833925
fast,reverse,1,18,6.14081632653,6.71689959413,0.000927021211287,0.0398228046038
fast,reverse,1,19,6.06530612245,6.5206443938,0.000744671625127,0.0405674762289
fast,reverse,1,20,5.98979591837,6.33053760435,0.000571607394159,0.0411390836231
fast,reverse,1,21,5.91428571429,6.1582921372,0.00042551740503,0.0415646010281
fast,reverse,1,22,5.8387755102,5.99356344398,0.000290779278576,0.0418553803067
fast,reverse,1,23,5.76326530612,5.86415718248,0.000209385232681,0.0420647655394
fast,reverse,1,24,5.68775510204,5.73605150615,0.000129955335817,0.0421947208752
fast,reverse,1,25,5.61224489796,5.63517150147,9.16417594034e-05,0.0422863626346
fast,reverse,1,26,5.53673469388,5.54534837165,7.0026320529e-05,0.0423563889551
fast,reverse,1,27,5.4612244898,5.45676647419,5.02853958469e-05,0.042406674351
fast,reverse,1,28,5.38571428571,5.36806152109,3.03586320133e-05,0.042437032983
fast,reverse,1,29,5.31020408163,5.31133593707,5.87272419056e-05,0.0424957602249
fast,reverse,1,30,5.23469387755,5.2790683981,0.000124032491255,0.0426197927162
fast,reverse,1,31,5.15918367347,5.25347779271,0.000199421272962,0.0428192139891
fast,reverse,1,32,5.08367346939,5.22155715814,0.000265250418749,0.0430844644079
fast,reverse,1,33,5.00816326531,5.20507455825,0.00035439414753,0.0434388585554
fast,reverse,1,34,4.93265306122,5.21899642522,0.000489454826255,0.0439283133817
fast,reverse,1,35,4.85714285714,5.25269176754,0.000654377488177,0.0445826908698
fast,reverse,1,36,4.78163265306,5.22340200996,0.000724179795127,0.045306870665
fast,reverse,1,37,4.70612244898,5.17043546262,0.000758225317567,0.0460650959825
fast,reverse,1,38,4.6306122449,5.11452775038,0.000787829080751,0.0468529250633
fast,reverse,1,39,4.55510204082,5.03651793226,0.00078405415343,0.0476369792167
fast,reverse,1,40,4.47959183673,5.00498966005,0.000850475846464,0.0484874550632
fast,reverse,1,41,4.40408163265,5.00556954583,0.000965387410732,0.0494528424739
fast,reverse,1,42,4.32857142857,5.02220526572,0.00110454656123,0.0505573890351
fast,reverse,1,43,4.25306122449,5.03591418876,0.00123928565117,0.0517966746863
fast,reverse,1,44,4.17755102041,5.00791437123,0.00131103603086,0.0531077107172
fast,reverse,1,45,4.10204081633,4.97529885646,0.00137581576574,0.0544835264829
fast,reverse,1,46,4.02653061224,4.925821786,0.00141513111038,0.0558986575933
fast,reverse,1,47,3.95102040816,4.9200282094,0.00152041744576,0.057419075039
fast,reverse,1,48,3.87551020408,4.92965395389,0.0016489901028,0.0590680651418
fast,reverse,1,49,3.8,4.92678930938,0,0.0590680651418
fast,reverse,2,0,7.5,7.45014202295,-1.82778112428e-05,-1.82778112428e-05
fast,reverse,2,1,7.42448979592,7.4661737896,0.000119969246596,0.000101691435353
fast,reverse,2,2,7.34897959184,7.49610895739,0.000279213277594,0.000380904712947
fast,reverse,2,3,7.27346938776,7.50892205651,0.000412599490596,0.000793504203543
fast,reverse,2,4,7.19795918367,7.55210693891,0.000591853294659,0.0013853574982
fast,reverse,2,5,7.12244897959,7.56606136576,0.00072696314546,0.00211232064366
fast,reverse,2,6,7.04693877551,7.53199627092,0.000789553718606,0.00290187436227
fast,reverse,2,7,6.97142857143,7.44984143808,0.00077951897313,0.0036813933354
fast,reverse,2,8,6.89591836735,7.37531731976,0.000781008163873,0.00446240149927
fast,reverse,2,9,6.82040816327,7.31281232162,0.000800648678962,0.00526305017823
fast,reverse,2,10,6.74489795918,7.21993699913,0.000774423806266,0.0060374739845
fast,reverse,2,11,6.6693877551,7.10957291917,0.000721787340658,0.00675926132516
fast,reverse,2,12,6.59387755102,6.94122709446,0.00058158660746,0.00734084793262
fast,reverse,2,13,6.51836734694,6.72590527256,0.000370442531566,0.00771129046418
fast,reverse,2,14,6.44285714286,6.53419231782,0.000194952663232,0.00790624312741
fast,reverse,2,15,6.36734693878,6.33512746756,8.35993227424e-06,0.00791460305969
fast,reverse,2,16,6.29183673469,6.1307270498,-0.000186290594507,0.00772831246518
fast,reverse,2,17,6.21632653061,5.98016767244,-0.000299630162328,0.00742868230285
fast,reverse,2,18,6.14081632653,5.84916490163,-0.0003834352631,0.00704524703975
fast,reverse,2,19,6.06530612245,5.7645703425,-0.000397154493166,0.00664809254659
fast,reverse,2,20,5.98979591837,5.73501493567,-0.000327753370787,0.0063203391758
fast,reverse,2,21,5.91428571429,5.70335526794,-0.0002615301118,0.006058809064
fast,reverse,2,22,5.8387755102,5.65370777645,-0.000222472137688,0.00583633692631
fast,reverse,2,23,5.76326530612,5.63145300847,-0.000142045560722,0.00569429136559
fast,reverse,2,24,5.68775510204,5.6428240199,-1.08371944362e-05,0.00568345417115
fast,reverse,2,25,5.61224489796,5.70632104931,0.000199092096963,0.00588254626811
fast,reverse,2,26,5.53673469388,5.74835047689,0.000376600928442,0.00625914719656
fast,reverse,2,27,5.4612244898,5.71735507002,0.000443827356891,0.00670297455345
fast,reverse,2,28,5.38571428571,5.64161072717,0.000443473759571,0.00714644831302
fast,reverse,2,29,5.31020408163,5.54427600205,0.000410514278811,0.00755696259183
fast,reverse,2,30,5.23469387755,5.42681224271,0.000347155848431,0.00790411844026
fast,reverse,2,31,5.15918367347,5.2830783279,0.000244124122015,0.00814824256228
fast,reverse,2,32,5.08367346939,5.15769028876,0.000168798411932,0.00831704097421
fast,reverse,2,33,5.00816326531,5.02275897931,7.90604160739e-05,0.00839610139028
fast,reverse,2,34,4.93265306122,4.92595768355,4.69065225172e-05,0.0084430079128
fast,reverse,2,35,4.85714285714,4.81926624381,-1.83506851373e-07,0.00844282440595
fast,reverse,2,36,4.78163265306,4.76689913934,3.47672966436e-05,0.00847759170259
fast,reverse,2,37,4.70612244898,4.69465842028,3.97048862685e-05,0.00851729658886
fast,reverse,2,38,4.6306122449,4.61266383227,2.99121431984e-05,0.00854720873206
fast,reverse,2,39,4.55510204082,4.54691618037,4.46555893403e-05,0.0085918643214
fast,reverse,2,40,4.47959183673,4.48668154222,6.77248113681e-05,0.00865958913277
