grid,true_pmf,bias,reconstructed_pmf,visit,record_step,record_bias_range,forward_work,reverse_work,fast_forward_steered_work,fast_reverse_steered_work,slow_forward_steered_work,slow_reverse_steered_work,pair_grid,pair_true_pmf,pair_fast_forward_work,pair_fast_reverse_work,pair_slow_forward_work,pair_slow_reverse_work
-2.5,27.5625,2.14030143085e-05,7.25986948737,-0.75,25,0.145386681952,0.252060312583,1.02913766296,26.2080035273,-10.19331298,-3.85904170613,1.00891324361,0.92,5.28263045604,7.54336590577,3.74663881119,2.64071037203,1.45367289542
-2.4975,27.4314717188,2.32459951143e-05,7.25986743962,1.1175,50,0.271434950893,0.0377135410175,-0.244061593649,25.6594867809,18.1475950586,-0.441618515159,5.78185070387,0.9219125,5.09655320075,5.95948702597,2.96104825889,1.10003945521,1.0675518149
-2.495,27.3008862506,2.52376193487e-05,7.2598652267,-0.7075,75,0.346092683182,0.793241313721,-0.019342731345,3.67700688106,15.6007296478,22.3651130832,12.2639050731,0.923825,4.91642298702,6.01052547974,5.49744424373,2.41189401573,0.459753526015
-2.4925,27.1707426594,2.73889825934e-05,7.2598628363,-0.995,100,0.416121115624,0.411269406288,0.062040391944,31.2294011725,10.2690299993,-10.4422456403,3.15230164501,0.9257375,4.74205543869,6.52918290047,6.65995864094,2.13222999248,-0.528344808116
-2.49,27.04104001,2.97119335946e-05,7.25986025524,-1.38,125,0.582181998217,0.739327627563,1.39688262028,3.83861378581,17.3472560457,13.8462218823,-6.59122429039,0.92765,4.57327205175,7.23171441595,5.42054421423,0.645817593584,-1.93451700855
-2.4875,26.9117773682,3.22191194541e-05,7.25985746948,0.88,150,0.661571083377,0.517224880944,0.140987574626,-5.57006332992,22.8446787104,0.544520526866,5.31554610223,0.9295625,4.40989999889,5.65345216933,4.04230629665,1.82703725189,0.542887671004
-2.485,26.7829538006,3.49240330925e-05,7.25985446402,0.02,175,0.692727355658,-0.867631302533,0.118269655503,5.72788166039,25.0474114799,-2.61024713102,-3.45730001888,0.931475,4.25177194091,6.44254819965,6.47472448669,2.01625362369,0.26454767678
-2.4825,26.654568375,3.78410630703e-05,7.25985122287,0.83,200,0.821840661211,-0.383518938904,0.226767350491,26.3230060945,-0.576264443101,15.9745814,3.91040523487,0.9333875,4.09872584467,7.16349199301,7.44489268848,2.30548609192,-0.794715228778
-2.48,26.52662016,4.09855458515e-05,7.259847729,1.355,225,0.949631786632,1.20619458979,0.864773451364,-2.29435086191,-1.36271696678,5.68739437005,8.02199515885,0.9353,3.95060480738,9.05506658526,6.87190251017,1.61314121652,1.88547594018
-2.4775,26.399108225,4.43738205961e-05,7.25984396425,1.2775,250,1.02887541466,1.31348375627,-0.209642579936,36.4112115571,8.2424507084,4.61290922928,-0.45710290764,0.9372125,3.80725688709,2.36352747881,4.35331356522,0.68304109443,0.41772223809
-2.475,26.2720316406,4.80232865687e-05,7.25983990929,1.1975,275,1.10446541867,-0.500071039671,1.21327688221,30.7127414311,21.2105002648,0.389700569154,10.3214216243,0.939125,3.66853493892,2.98221324154,6.7155946089,2.02555151106,0.482193577907
-2.4725,26.1453894782,5.19524632525e-05,7.25983554354,-0.5075,300,1.15788594886,-0.605858746781,-0.159373431448,9.20047558126,33.8281197608,-0.429366522174,8.42092518005,0.9410375,3.53429645707,4.67709565433,2.12595537478,2.15014332529,-0.297591601717
-2.47,26.01918081,5.61810532545e-05,7.25983084511,1.015,325,1.27129787984,-0.0789924942259,-0.560133978896,27.0856132853,30.4653236788,3.86900235998,-7.75426184328,0.94295,3.40440342225,7.07315656313,4.0723622225,1.95820892017,-0.0151715542444
-2.4675,25.8934047094,6.07300080948e-05,7.25982579071,1.4725,350,1.31036551797,1.30569921653,0.23618934412,4.92155905211,-10.3315830979,-0.908948596816,2.99903799697,0.9448625,3.27872215438,6.87057047436,3.24190061857,2.54909627042,0.771063932369
-2.465,25.7680602506,6.56215969659e-05,7.25982035561,-1.275,375,1.39183094353,0.371317701898,0.195611483008,10.2061100114,32.7257793724,-1.68944943039,5.53309088451,0.946775,3.15712317041,6.98914414456,6.13725995469,1.57232417586,-0.754345718924
-2.4625,25.6431465088,7.08794785542e-05,7.25981451352,1.1725,400,1.46616047787,0.249135042497,-0.0882579095284,4.97725997346,15.0621517056,9.9505450383,5.86195689868,0.9486875,3.0394810469,6.73019621528,5.61888963086,1.762233836,0.974466049056
-2.46,25.51866256,7.65287760113e-05,7.25980823653,-0.515,425,1.48782332365,-0.169976971288,0.241468814219,-0.857324732929,22.3169667989,9.37818854366,-1.72683253771,0.9506,2.92567428752,6.61914766599,5.85265418341,2.32107570657,0.242440048687
-2.4575,25.3946074813,8.25961551651e-05,7.25980149499,-0.3925,450,1.61796716925,-0.549196570555,-0.374678914245,28.8263473832,2.89718939737,4.47449378034,10.0738955667,0.9525125,2.81558519488,5.84132724848,5.81610221552,1.87637144857,0.933540858329
-2.455,25.2709803506,8.910990606e-05,7.25979425749,1.015,475,1.75026694056,-0.0411168830875,0.418885506739,12.9524419062,7.09758479616,0.0758870680128,5.08412285786,0.954425,2.7090997469,7.10783201342,7.40452385369,1.65048538408,0.45281811191
-2.4525,25.1477802469,9.61000279125e-05,7.25978649069,-0.8525,500,1.82863917489,-0.405576112097,0.398274890983,9.8489638809,35.9089442941,4.03619177108,-8.69111203243,0.9563375,2.6061074773,6.13286009326,4.62885718836,1.44668549453,-0.466326565962
-2.45,25.02500625,0.000103598317571,7.25977815926,-0.235,525,1.86541601181,-0.291096123608,0.213351819215,21.4063714687,26.41612652,10.4966247983,-13.1041908134,0.95825,2.50650136025,5.92078296811,5.74590583074,0.947166230625,1.17396790262
-2.4475,24.9026574407,0.000111638461562,7.25976922576,-1.2525,550,1.93398001159,0.471854651508,0.0268290905587,13.2830960632,31.2190925378,7.88738023983,3.04591670692,0.9601625,2.41017769887,6.2391617619,5.93807064175,1.48691317329,0.980713099243
-2.445,24.7807329006,0.000120256131818,7.25975965057,-0.785,575,1.99456423861,-0.175180480644,0.146660446089,-9.86140681019,16.8201981433,1.27253038432,2.90029131563,0.962075,2.31703601754,4.47035544468,2.9461699284,1.94540450207,1.33650960729
-2.4425,24.6592317125,0.00012948908515,7.25974939174,-0.565,600,2.0531345424,0.102284494219,0.490168993097,25.1034620468,-2.60190736779,1.65777300221,-2.22467414338,0.9639875,2.22697895789,11.7367221344,8.31802242526,2.17461712787,0.695632110605
-2.44,24.53815296,0.000139377266564,7.25973840487,-0.375,625,2.12139695946,0.123349369982,0.492156905235,37.0159755348,20.3280258388,3.20404074682,6.49409200906,0.9659,2.13991217826,6.20350059548,2.8190306762,2.26487945196,-0.229219346324
-2.4375,24.4174957275,0.000149962916496,7.25972664304,1.265,650,2.19923429575,0.797961109354,0.0339754928736,33.6910272734,7.98328833688,12.5998407241,1.91343257922,0.9678125,2.05574425663,8.71484785718,6.40572455432,2.14961743362,0.114882148865
-2.435,24.2972591006,0.00016129068203,7.25971405663,-1.235,675,2.27451446184,1.37890676144,0.470133406179,29.0073266126,25.0770729902,15.4034965807,3.53074149605,0.969725,1.9743865967,7.18241754324,6.05598866048,0.612223824257,0.17339747981
-2.4325,24.1774421657,0.000173407732189,7.25970059324,-0.9975,700,2.29413938372,0.401647430698,0.457901689886,-2.36721860876,5.84491609551,1.22335978864,6.86772784534,0.9716375,1.89575333731,5.90243242518,0.986043620066,0.340170858048,0.370413483562
-2.43,24.05804401,0.000186363877354,7.25968619752,1.22,725,2.31808844163,-0.897500440219,-0.463253005353,-0.110681890173,29.3242843022,-4.03862167968,14.8446930973,0.97355,1.81976126469,4.83111763215,6.36812773211,1.27108563157,0.940830059431
-2.4275,23.9390637219,0.000200211692887,7.25967081106,-1.7475,750,2.37823942947,0.173320977969,0.285199949268,36.0579033661,16.8914961853,1.72046593624,3.7401024423,0.9754625,1.74632972788,8.06569046211,3.29186081629,1.85424999013,0.367930895344
