case,time_step_fs,time_fs,relative_energy_error
verlet_dt_0_5fs,0.5,5720,0.00444511345543
verlet_dt_0_5fs,0.5,5740,0.00447282939237
verlet_dt_0_5fs,0.5,5760,0.00454208998649
verlet_dt_0_5fs,0.5,5780,0.00464248650155
verlet_dt_0_5fs,0.5,5800,0.00468402508141
verlet_dt_0_5fs,0.5,5820,0.00473941082704
verlet_dt_0_5fs,0.5,5840,0.00474981376272
verlet_dt_0_5fs,0.5,5860,0.0048398214185
verlet_dt_0_5fs,0.5,5880,0.00480866653238
verlet_dt_0_5fs,0.5,5900,0.00478442490798
verlet_dt_0_5fs,0.5,5920,0.00479825495269
verlet_dt_0_5fs,0.5,5940,0.0047947812985
verlet_dt_0_5fs,0.5,5960,0.00476707913334
verlet_dt_0_5fs,0.5,5980,0.00480859929169
verlet_dt_0_5fs,0.5,6000,0.00476011446285
verlet_dt_0_5fs,0.5,6020,0.00475666047762
verlet_dt_0_5fs,0.5,6040,0.00469781688
verlet_dt_0_5fs,0.5,6060,0.00465974653508
verlet_dt_0_5fs,0.5,6080,0.0046493641407
verlet_dt_0_5fs,0.5,6100,0.00457665983046
verlet_dt_0_5fs,0.5,6120,0.00453854884137
verlet_dt_0_5fs,0.5,6140,0.00445197211939
verlet_dt_0_5fs,0.5,6160,0.0043688800737
verlet_dt_0_5fs,0.5,6180,0.0044035040717
verlet_dt_0_5fs,0.5,6200,0.00437582850374
verlet_dt_0_5fs,0.5,6220,0.0044312252798
verlet_dt_0_5fs,0.5,6240,0.00445199459996
verlet_dt_0_5fs,0.5,6260,0.00450737148534
verlet_dt_0_5fs,0.5,6280,0.00447274462122
verlet_dt_0_5fs,0.5,6300,0.00449697868051
verlet_dt_0_5fs,0.5,6320,0.00450390381068
verlet_dt_0_5fs,0.5,6340,0.00450390273863
verlet_dt_0_5fs,0.5,6360,0.00457316796571
verlet_dt_0_5fs,0.5,6380,0.00467702219279
verlet_dt_0_5fs,0.5,6400,0.00471164614983
verlet_dt_0_5fs,0.5,6420,0.00475664278581
verlet_dt_0_5fs,0.5,6440,0.00471510045512
verlet_dt_0_5fs,0.5,6460,0.00473239576339
verlet_dt_0_5fs,0.5,6480,0.00476355150063
verlet_dt_0_5fs,0.5,6500,0.00478432476707
verlet_dt_0_5fs,0.5,6520,0.00473933746729
verlet_dt_0_5fs,0.5,6540,0.00482243400929
verlet_dt_0_5fs,0.5,6560,0.0048397455
verlet_dt_0_5fs,0.5,6580,0.00474626940933
verlet_dt_0_5fs,0.5,6600,0.00472200080401
verlet_dt_0_5fs,0.5,6620,0.00476352743232
verlet_dt_0_5fs,0.5,6640,0.0046977357364
verlet_dt_0_5fs,0.5,6660,0.00465272560277
verlet_dt_0_5fs,0.5,6680,0.0046146396923
verlet_dt_0_5fs,0.5,6700,0.00472197002097
verlet_dt_0_5fs,0.5,6720,0.00470119026972
verlet_dt_0_5fs,0.5,6740,0.00476349948111
verlet_dt_0_5fs,0.5,6760,0.00486736076257
verlet_dt_0_5fs,0.5,6780,0.00494697911868
verlet_dt_0_5fs,0.5,6800,0.00498852045818
verlet_dt_0_5fs,0.5,6820,0.00493660487805
verlet_dt_0_5fs,0.5,6840,0.00493662455557
verlet_dt_0_5fs,0.5,6860,0.00494355566352
verlet_dt_0_5fs,0.5,6880,0.00493314086566
verlet_dt_0_5fs,0.5,6900,0.00493657591782
verlet_dt_0_5fs,0.5,6920,0.00498154177183
verlet_dt_0_5fs,0.5,6940,0.00498846108465
verlet_dt_0_5fs,0.5,6960,0.00498847731646
verlet_dt_0_5fs,0.5,6980,0.00494695547178
verlet_dt_0_5fs,0.5,7000,0.00497466562117
verlet_dt_0_5fs,0.5,7020,0.00506468094033
verlet_dt_0_5fs,0.5,7040,0.00499891663957
verlet_dt_0_5fs,0.5,7060,0.00490544106274
verlet_dt_0_5fs,0.5,7080,0.00487080059902
verlet_dt_0_5fs,0.5,7100,0.00480846353813
verlet_dt_0_5fs,0.5,7120,0.00474266390089
verlet_dt_0_5fs,0.5,7140,0.00465263529847
verlet_dt_0_5fs,0.5,7160,0.00468032617938
verlet_dt_0_5fs,0.5,7180,0.00468726107292
verlet_dt_0_5fs,0.5,7200,0.00462842187262
verlet_dt_0_5fs,0.5,7220,0.00457306086713
verlet_dt_0_5fs,0.5,7240,0.00454537035077
verlet_dt_0_5fs,0.5,7260,0.00456268117115
verlet_dt_0_5fs,0.5,7280,0.0046423038393
verlet_dt_0_5fs,0.5,7300,0.00462152493564
verlet_dt_0_5fs,0.5,7320,0.00462499323421
verlet_dt_0_5fs,0.5,7340,0.00466998410875
verlet_dt_0_5fs,0.5,7360,0.00462841739666
verlet_dt_0_5fs,0.5,7380,0.00471149498181
verlet_dt_0_5fs,0.5,7400,0.00478766242941
verlet_dt_0_5fs,0.5,7420,0.00475999613103
verlet_dt_0_5fs,0.5,7440,0.00484654643816
verlet_dt_0_5fs,0.5,7460,0.00485692773876
verlet_dt_0_5fs,0.5,7480,0.0048950011617
verlet_dt_0_5fs,0.5,7500,0.00490191247813
verlet_dt_0_5fs,0.5,7520,0.00489151118844
verlet_dt_0_5fs,0.5,7540,0.00487075460794
verlet_dt_0_5fs,0.5,7560,0.00492615276458
verlet_dt_0_5fs,0.5,7580,0.0048707426728
verlet_dt_0_5fs,0.5,7600,0.00480496866582
verlet_dt_0_5fs,0.5,7620,0.0046976676218
verlet_dt_0_5fs,0.5,7640,0.00464574466058
verlet_dt_0_5fs,0.5,7660,0.00461111955754
verlet_dt_0_5fs,0.5,7680,0.00463533861523
verlet_dt_0_5fs,0.5,7700,0.00464917550937
verlet_dt_0_5fs,0.5,7720,0.00472185972645
verlet_dt_0_5fs,0.5,7740,0.00473571035066
verlet_dt_0_5fs,0.5,7760,0.00472879254387
verlet_dt_0_5fs,0.5,7780,0.00474610264937
verlet_dt_0_5fs,0.5,7800,0.00483265723687
verlet_dt_0_5fs,0.5,7820,0.00485343020274
verlet_dt_0_5fs,0.5,7840,0.00487765889583
verlet_dt_0_5fs,0.5,7860,0.00495382733576
verlet_dt_0_5fs,0.5,7880,0.00497804587947
verlet_dt_0_5fs,0.5,7900,0.0050576681526
verlet_dt_0_5fs,0.5,7920,0.00507498959086
verlet_dt_0_5fs,0.5,7940,0.00509923746924
verlet_dt_0_5fs,0.5,7960,0.00508193130331
verlet_dt_0_5fs,0.5,7980,0.00505075986724
verlet_dt_0_5fs,0.5,8000,0.0048845881489
verlet_dt_0_5fs,0.5,8020,0.00482919674648
verlet_dt_0_5fs,0.5,8040,0.00482919336963
verlet_dt_0_5fs,0.5,8060,0.00478418986599
verlet_dt_0_5fs,0.5,8080,0.00471844350354
verlet_dt_0_5fs,0.5,8100,0.00472883848337
verlet_dt_0_5fs,0.5,8120,0.00470459579373
verlet_dt_0_5fs,0.5,8140,0.00472533860749
verlet_dt_0_5fs,0.5,8160,0.00471146394456
verlet_dt_0_5fs,0.5,8180,0.00469070803694
verlet_dt_0_5fs,0.5,8200,0.00469762644821
verlet_dt_0_5fs,0.5,8220,0.00466301892864
verlet_dt_0_5fs,0.5,8240,0.00471495709112
verlet_dt_0_5fs,0.5,8260,0.00470804106613
verlet_dt_0_5fs,0.5,8280,0.00466304710838
verlet_dt_0_5fs,0.5,8300,0.00471498290489
verlet_dt_0_5fs,0.5,8320,0.00460766122255
verlet_dt_0_5fs,0.5,8340,0.00456957152968
verlet_dt_0_5fs,0.5,8360,0.0045903160381
verlet_dt_0_5fs,0.5,8380,0.00462491758585
verlet_dt_0_5fs,0.5,8400,0.00469413988711
verlet_dt_0_5fs,0.5,8420,0.00463530370873
verlet_dt_0_5fs,0.5,8440,0.0046768632938
verlet_dt_0_5fs,0.5,8460,0.00478422515156
verlet_dt_0_5fs,0.5,8480,0.00481195252589
verlet_dt_0_5fs,0.5,8500,0.00488808398895
verlet_dt_0_5fs,0.5,8520,0.00486727801025
verlet_dt_0_5fs,0.5,8540,0.00493648586831
verlet_dt_0_5fs,0.5,8560,0.00493646226705
verlet_dt_0_5fs,0.5,8580,0.00493646928495
verlet_dt_0_5fs,0.5,8600,0.00494685674816
verlet_dt_0_5fs,0.5,8620,0.00499187766077
verlet_dt_0_5fs,0.5,8640,0.00498846686145
verlet_dt_0_5fs,0.5,8660,0.00506119448111
verlet_dt_0_5fs,0.5,8680,0.00499197243581
verlet_dt_0_5fs,0.5,8700,0.00499541373735
verlet_dt_0_5fs,0.5,8720,0.00500925976555
verlet_dt_0_5fs,0.5,8740,0.00495039905608
verlet_dt_0_5fs,0.5,8760,0.00491922256126
verlet_dt_0_5fs,0.5,8780,0.00484650662476
verlet_dt_0_5fs,0.5,8800,0.00478074452528
verlet_dt_0_5fs,0.5,8820,0.00471499607519
verlet_dt_0_5fs,0.5,8840,0.00469426376585
verlet_dt_0_5fs,0.5,8860,0.00468044700612
verlet_dt_0_5fs,0.5,8880,0.00470468194715
verlet_dt_0_5fs,0.5,8900,0.00475657931138
verlet_dt_0_5fs,0.5,8920,0.00481539421902
verlet_dt_0_5fs,0.5,8940,0.00482575717498
verlet_dt_0_5fs,0.5,8960,0.00486036740473
verlet_dt_0_5fs,0.5,8980,0.004832685637
verlet_dt_0_5fs,0.5,9000,0.00484655146819
verlet_dt_0_5fs,0.5,9020,0.00486040691546
verlet_dt_0_5fs,0.5,9040,0.00483272237219
verlet_dt_0_5fs,0.5,9060,0.00488811497307
verlet_dt_0_5fs,0.5,9080,0.00480159380875
verlet_dt_0_5fs,0.5,9100,0.00475659781956
verlet_dt_0_5fs,0.5,9120,0.00470812173513
verlet_dt_0_5fs,0.5,9140,0.00463192687095
verlet_dt_0_5fs,0.5,9160,0.00450725790696
verlet_dt_0_5fs,0.5,9180,0.00450375843025
verlet_dt_0_5fs,0.5,9200,0.00433758270705
verlet_dt_0_5fs,0.5,9220,0.00436527868159
verlet_dt_0_5fs,0.5,9240,0.00434104797682
verlet_dt_0_5fs,0.5,9260,0.0043652990107
verlet_dt_0_5fs,0.5,9280,0.00450375737288
verlet_dt_0_5fs,0.5,9300,0.0045383978788
verlet_dt_0_5fs,0.5,9320,0.00456955401225
verlet_dt_0_5fs,0.5,9340,0.00457995445142
verlet_dt_0_5fs,0.5,9360,0.00455574351183
verlet_dt_0_5fs,0.5,9380,0.0046423053574
verlet_dt_0_5fs,0.5,9400,0.00456265595228
verlet_dt_0_5fs,0.5,9420,0.00446917183216
verlet_dt_0_5fs,0.5,9440,0.00457645293095
verlet_dt_0_5fs,0.5,9460,0.00456605197834
verlet_dt_0_5fs,0.5,9480,0.00450025430232
verlet_dt_0_5fs,0.5,9500,0.00450717210406
verlet_dt_0_5fs,0.5,9520,0.00456604732987
verlet_dt_0_5fs,0.5,9540,0.00459375395721
verlet_dt_0_5fs,0.5,9560,0.00458339512278
verlet_dt_0_5fs,0.5,9580,0.00464225372742
verlet_dt_0_5fs,0.5,9600,0.00467340197355
verlet_dt_0_5fs,0.5,9620,0.00459722934938
verlet_dt_0_5fs,0.5,9640,0.00471144556178
verlet_dt_0_5fs,0.5,9660,0.00472180539808
verlet_dt_0_5fs,0.5,9680,0.00475643974783
verlet_dt_0_5fs,0.5,9700,0.00475298074687
verlet_dt_0_5fs,0.5,9720,0.00474261814686
verlet_dt_0_5fs,0.5,9740,0.00482224871005
verlet_dt_0_5fs,0.5,9760,0.00489495345337
verlet_dt_0_5fs,0.5,9780,0.00481531621987
verlet_dt_0_5fs,0.5,9800,0.00486030912843
verlet_dt_0_5fs,0.5,9820,0.00484990847643
verlet_dt_0_5fs,0.5,9840,0.00487067221437
verlet_dt_0_5fs,0.5,9860,0.00476681792157
verlet_dt_0_5fs,0.5,9880,0.00485683404284
verlet_dt_0_5fs,0.5,9900,0.00476681750179
verlet_dt_0_5fs,0.5,9920,0.00477025972107
verlet_dt_0_5fs,0.5,9940,0.00477368624983
verlet_dt_0_5fs,0.5,9960,0.00481176941104
