true_pmf_x,true_pmf_y,histogram_pmf_x,histogram_pmf_y,reweighted_pmf_x,reweighted_pmf_y,rdf_x,rdf_y,rdf_pmf_x,rdf_pmf_y,argon_rdf_x,argon_rdf_y,argon_rdf_pmf_x,argon_rdf_pmf_y
-2.15833333333,13.3839108845,2.45,nan,2.45,nan,1.42635983264,2.68037482762,1.42635983264,0.719444451597,2.475,0.868502211648,2.475,0.870338256053
-2.15416666667,13.2527599106,2.51,nan,2.51,nan,1.43765690377,2.52180802807,1.43765690377,0.780424981672,2.505,0.884946673428,2.505,0.857208177562
-2.15,13.12250625,,,,,1.4489539749,2.37239506108,1.4489539749,0.841501078236,2.535,nan,2.535,nan
-2.14583333333,12.9931461664,,,,,1.46025104603,2.23267017722,1.46025104603,0.902202839331,2.565,nan,2.565,nan
-2.14166666667,12.8646759307,,,,,1.47154811715,2.10297977335,1.47154811715,0.962045818718,2.595,nan,2.595,nan
-2.1375,12.7370918213,,,,,1.48284518828,1.98349607249,1.48284518828,1.02054011651,2.625,nan,2.625,nan
-2.13333333333,12.6103901235,,,,,1.49414225941,1.87423340994,1.49414225941,1.0772013696,2.655,nan,2.655,nan
-2.12916666667,12.4845671299,,,,,1.50543933054,1.77506637922,1.50543933054,1.13156327842,2.685,nan,2.685,nan
-2.125,12.3596191406,,,,,1.51673640167,1.68574911498,1.51673640167,1.18319105376,2.715,nan,2.715,nan
-2.12083333333,12.2355424627,,,,,1.5280334728,1.60593503703,1.5280334728,1.23169493285,2.745,nan,2.745,nan
-2.11666666667,12.1123334105,,,,,1.53933054393,1.53519644667,1.53933054393,1.27674274625,2.775,nan,2.775,nan
-2.1125,11.9899883057,,,,,1.55062761506,1.47304344785,1.55062761506,1.31807046418,2.805,nan,2.805,nan
-2.10833333333,11.868503477,,,,,1.56192468619,1.41894175582,1.56192468619,1.35548974599,2.835,nan,2.835,nan
-2.10416666667,11.7478752607,,,,,1.57322175732,1.37232905073,1.57322175732,1.38889176395,2.865,nan,2.865,nan
-2.1,11.6281,,,,,1.58451882845,1.33262962762,1.58451882845,1.41824694355,2.895,nan,2.895,nan
-2.09583333333,11.5091740454,,,,,1.59581589958,1.29926718466,1.59581589958,1.44360069597,2.925,nan,2.925,nan
-2.09166666667,11.3910937548,,,,,1.60711297071,1.27167567426,1.60711297071,1.46506563805,2.955,nan,2.955,nan
-2.0875,11.2738554932,,,,,1.61841004184,1.24930821483,1.61841004184,1.48281112741,2.985,nan,2.985,nan
-2.08333333333,11.1574556327,,,,,1.62970711297,1.23164412321,1.62970711297,1.49705113504,,,,
-2.07916666667,11.041890553,,,,,1.6410041841,1.21819417793,1.6410041841,1.50803151723,,,,
-2.075,10.9271566406,,,,,1.65230125523,1.20850426135,1.65230125523,1.51601765009,,,,
-2.07083333333,10.8132502897,,,,,1.66359832636,1.20215755533,1.66359832636,1.52128319223,,,,
-2.06666666667,10.7001679012,,,,,1.67489539749,1.19877548039,1.67489539749,1.52410049461,,,,
-2.0625,10.5879058838,,,,,1.68619246862,1.19801757467,1.68619246862,1.5247329278,,,,
-2.05833333333,10.476460653,,,,,1.69748953975,1.19958050673,1.69748953975,1.52342917944,,,,
-2.05416666667,10.3658286317,,,,,1.70878661088,1.20319640753,1.70878661088,1.52041940895,,,,
-2.05,10.25600625,,,,,1.72008368201,1.20863069369,1.72008368201,1.5159130367,,,,
-2.04583333333,10.1469899453,,,,,1.73138075314,1.21567953638,1.73138075314,1.51009788774,,,,
-2.04166666667,10.0387761622,,,,,1.74267782427,1.22416711144,1.74267782427,1.50314039367,,,,
-2.0375,9.93136135254,,,,,1.7539748954,1.23394274582,1.7539748954,1.49518657021,,,,
-2.03333333333,9.82474197531,,,,,1.76527196653,1.24487805517,1.76527196653,1.48636351993,,,,
-2.02916666667,9.71891449683,,,,,1.77656903766,1.25686414827,1.77656903766,1.47678124978,,,,
-2.025,9.61387539062,,,,,1.78786610879,1.26980895584,1.78786610879,1.46653463671,,,,
-2.02083333333,9.50962113745,,,,,1.79916317992,1.28363472539,1.79916317992,1.45570541438,,,,
-2.01666666667,9.40614822531,,,,,1.81046025105,1.29827570954,1.81046025105,1.44436409062,,,,
-2.0125,9.30345314941,,,,,1.82175732218,1.31367606363,1.82175732218,1.43257173464,,,,
-2.00833333333,9.20153241223,,,,,1.83305439331,1.32978795862,1.83305439331,1.42038159748,,,,
-2.00416666667,9.10038252345,,,,,1.84435146444,1.34656990768,1.84435146444,1.4078405474,,,,
-2,9,,,,,1.85564853556,1.36398529905,1.85564853556,1.39499031585,,,,
-1.99583333333,8.90038136604,,,,,1.86694560669,1.38200112377,1.86694560669,1.3818685589,,,,
-1.99166666667,8.80152315297,,,,,1.87824267782,1.40058688392,1.87824267782,1.36850974582,,,,
-1.9875,8.70342189941,,,,,1.88953974895,1.41971366574,1.88953974895,1.35494588996,,,,
-1.98333333333,8.60607415123,,,,,1.90083682008,1.43935336124,1.90083682008,1.34120713936,,,,
-1.97916666667,8.50947646153,,,,,1.91213389121,1.45947802205,1.91213389121,1.32732224474,,,,
-1.975,8.41362539063,,,,,1.92343096234,1.48005933,1.92343096234,1.31331892259,,,,
-1.97083333333,8.31851750609,,,,,1.93472803347,1.50106816983,1.93472803347,1.2992241295,,,,
-1.96666666667,8.22414938272,,,,,1.9460251046,1.52247429095,1.9460251046,1.28506426301,,,,
-1.9625,8.13051760254,,,,,1.95732217573,1.54424604609,1.95732217573,1.27086530221,,,,
-1.95833333333,8.03761875482,,,,,1.96861924686,1.56635019658,1.96861924686,1.25665289993,,,,
-1.95416666667,7.94544943607,,,,,1.97991631799,1.58875177501,1.97991631799,1.24245243663,,,,
-1.95,7.85400625,,,,,1.99121338912,1.61141399749,1.99121338912,1.22828904453,,,,
-1.94583333333,7.76328580759,,,,,2.00251046025,1.63429821877,2.00251046025,1.21418760918,,,,
-1.94166666667,7.67328472704,,,,,2.01380753138,1.65736392465,2.01380753138,1.20017275443,,,,
-1.9375,7.58399963379,,,,,2.02510460251,1.68056875694,2.02510460251,1.18626881547,,,,
-1.93333333333,7.49542716049,,,,,2.03640167364,1.7038685669,2.03640167364,1.17249980406,,,,
-1.92916666667,7.40756394706,,,,,2.04769874477,1.72721749399,2.04769874477,1.1588893687,,,,
-1.925,7.32040664063,,,,,2.0589958159,1.75056806704,2.0589958159,1.1454607524,,,,
-1.92083333333,7.23395189556,,,,,2.07029288703,1.77387132538,2.07029288703,1.13223674974,,,,
-1.91666666667,7.14819637346,,,,,2.08158995816,1.79707695807,2.08158995816,1.11923966465,,,,
-1.9125,7.06313674316,,,,,2.09288702929,1.82013345914,2.09288702929,1.10649126979,,,,
-1.90833333333,6.97876968075,,,,,2.10418410042,1.84298829742,2.10418410042,1.09401276847,,,,
-1.90416666667,6.89509186951,,,,,2.11548117155,1.86558809929,2.11548117155,1.08182475927,,,,
-1.9,6.8121,,,,,2.12677824268,1.88787884291,2.12677824268,1.06994720391,,,,
-1.89583333333,6.72979076998,,,,,2.13807531381,1.90980606269,2.13807531381,1.05839939835,,,,
-1.89166666667,6.64816088445,,,,,2.14937238494,1.93131506231,2.14937238494,1.04719994708,,,,
-1.8875,6.56720705566,,,,,2.16066945607,1.95235113514,2.16066945607,1.03636674077,,,,
-1.88333333333,6.48692600309,,,,,2.1719665272,1.97285979063,2.1719665272,1.02591693693,,,,
-1.87916666667,6.40731445343,,,,,2.18326359833,1.9927869851,2.18326359833,1.01586694341,,,,
-1.875,6.32836914062,,,,,2.19456066946,2.0120793556,2.19456066946,1.00623240478,,,,
-1.87083333333,6.25008680586,,,,,2.20585774059,2.03068445535,2.20585774059,0.997028191044,,,,
-1.86666666667,6.17246419753,,,,,2.21715481172,2.04855098928,2.21715481172,0.988268388665,,,,
-1.8625,6.09549807129,,,,,2.22845188285,2.06562904804,2.22845188285,0.97996629362,,,,
-1.85833333333,6.01918519001,,,,,2.23974895397,2.08187033916,2.23974895397,0.972134406202,,,,
-1.85416666667,5.9435223238,,,,,2.2510460251,2.09722841368,2.2510460251,0.96478442738,,,,
-1.85,5.86850625,,,,,2.26234309623,2.1116588869,2.26234309623,0.957927256478,,,,
-1.84583333333,5.79413375319,,,,,2.27364016736,2.1251196516,2.27364016736,0.951572989968,,,,
-1.84166666667,5.72040162519,,,,,2.28493723849,2.13757108246,2.28493723849,0.945730921165,,,,
-1.8375,5.64730666504,,,,,2.29623430962,2.14897623022,2.29623430962,0.940409540648,,,,
-1.83333333333,5.57484567901,,,,,2.30753138075,2.15930100422,2.30753138075,0.935616537228,,,,
-1.82916666667,5.50301548063,,,,,2.31882845188,2.16851434206,2.31882845188,0.931358799304,,,,
-1.825,5.43181289062,,,,,2.33012552301,2.17658836531,2.33012552301,0.927642416477,,,,
-1.82083333333,5.36123473699,,,,,2.34142259414,2.18349851998,2.34142259414,0.924472681269,,,,
-1.81666666667,5.29127785494,,,,,2.35271966527,2.18922370095,2.35271966527,0.921854090859,,,,
-1.8125,5.22193908691,,,,,2.3640167364,2.19374635932,2.3640167364,0.919790348731,,,,
-1.80833333333,5.1532152826,,,,,2.37531380753,2.19705259208,2.37531380753,0.918284366141,,,,
-1.80416666667,5.08510329891,,,,,2.38661087866,2.19913221329,2.38661087866,0.91733826335,,,,
-1.8,5.0176,,,,,2.39790794979,2.19997880633,2.39790794979,0.916953370563,,,,
-1.79583333333,4.95070225725,,,,,2.40920502092,2.19958975695,2.40920502092,0.917130228532,,,,
-1.79166666667,4.88440694927,,,,,2.42050209205,2.19796626668,2.42050209205,0.91786858881,,,,
-1.7875,4.81871096191,,,,,2.43179916318,2.19511334664,2.43179916318,0.919167413636,,,,
-1.78333333333,4.75361118827,,,,,2.44309623431,2.19103979182,2.44309623431,0.921024875455,,,,
-1.77916666667,4.68910452866,,,,,2.45439330544,2.18575813584,2.45439330544,0.923438356102,,,,
-1.775,4.62518789062,,,,,2.46569037657,2.17928458674,2.46569037657,0.926404445673,,,,
-1.77083333333,4.56185818896,,,,,2.4769874477,2.1716389441,2.4769874477,0.929918941135,,,,
-1.76666666667,4.49911234568,,,,,2.48828451883,2.16284449817,2.48828451883,0.933976844742,,,,
-1.7625,4.43694729004,,,,,2.49958158996,2.15292791164,2.49958158996,0.938572362319,,,,
-1.75833333333,4.37535995853,,,,,2.51087866109,2.141919085,2.51087866109,0.943698901523,,,,
-1.75416666667,4.31434729486,,,,,2.52217573222,2.12985100636,2.52217573222,0.949349070182,,,,
-1.75,4.25390625,,,,,2.53347280335,2.11675958682,2.53347280335,0.955514674833,,,,
-1.74583333333,4.19403378213,,,,,2.54476987448,2.10268348254,2.54476987448,0.962186719589,,,,
-1.74166666667,4.13472685667,,,,,2.55606694561,2.08766390469,2.55606694561,0.969355405517,,,,
-1.7375,4.07598244629,,,,,2.56736401674,2.0717444187,2.56736401674,0.977010130651,,,,
-1.73333333333,4.01779753086,,,,,2.57866108787,2.05497073407,2.57866108787,0.985139490873,,,,
-1.72916666667,3.96016909752,,,,,2.589958159,2.03739048618,2.589958159,0.993731281817,,,,
-1.725,3.90309414063,,,,,2.60125523013,2.01905301159,2.60125523013,1.00277250205,,,,
-1.72083333333,3.84656966176,,,,,2.61255230126,2.0000091183,2.61255230126,1.01224935769,,,,
-1.71666666667,3.79059266975,,,,,2.62384937238,1.9803108524,2.62384937238,1.02214726885,,,,
-1.7125,3.73516018066,,,,,2.63514644351,1.96001126272,2.63514644351,1.03245087788,,,,
-1.70833333333,3.68026921779,,,,,2.64644351464,1.93916416481,2.64644351464,1.04314406004,,,,
-1.70416666667,3.62591681164,,,,,2.65774058577,1.91782390583,2.65774058577,1.0542099365,,,,
-1.7,3.5721,,,,,2.6690376569,1.89604513172,2.6690376569,1.06563089019,,,,
-1.69583333333,3.51881582785,,,,,2.68033472803,1.87388255796,2.68033472803,1.07738858472,,,,
-1.69166666667,3.46606134742,,,,,2.69163179916,1.85139074541,2.69163179916,1.08946398645,,,,
-1.6875,3.41383361816,,,,,2.70292887029,1.82862388224,2.70292887029,1.10183739034,,,,
-1.68333333333,3.36212970679,,,,,2.71422594142,1.80563557334,2.71422594142,1.11448844939,,,,
-1.67916666667,3.31094668722,,,,,2.72552301255,1.7824786382,2.72552301255,1.12739620834,,,,
-1.675,3.26028164063,,,,,2.73682008368,1.75920491826,2.73682008368,1.1405391414,,,,
-1.67083333333,3.21013165539,,,,,2.74811715481,1.73586509463,2.74811715481,1.15389519464,,,,
-1.66666666667,3.16049382716,,,,,2.75941422594,1.71250851712,2.75941422594,1.16744183275,,,,
-1.6625,3.11136525879,,,,,2.77071129707,1.6891830451,2.77071129707,1.1811560906,,,,
-1.65833333333,3.06274306038,,,,,2.7820083682,1.66593490087,2.7820083682,1.19501462952,,,,
-1.65416666667,3.01462434926,,,,,2.79330543933,1.64280853614,2.79330543933,1.20899379822,,,,
-1.65,2.96700625,,,,,2.80460251046,1.61984651175,2.80460251046,1.22306969847,,,,
-1.64583333333,2.9198858944,,,,,2.81589958159,1.59708939123,2.81589958159,1.23721825526,,,,
-1.64166666667,2.87326042149,,,,,2.82719665272,1.57457564809,2.82719665272,1.2514152912,,,,
-1.6375,2.82712697754,,,,,2.83849372385,1.55234158707,2.83849372385,1.26563660509,,,,
-1.63333333333,2.78148271605,,,,,2.84979079498,1.53042127924,2.84979079498,1.27985805398,,,,
-1.62916666667,2.73632479776,,,,,2.86108786611,1.50884651091,2.86108786611,1.29405563854,,,,
-1.625,2.69165039062,,,,,2.87238493724,1.48764674599,2.87238493724,1.30820559106,,,,
-1.62083333333,2.64745666986,,,,,2.88368200837,1.4668491016,2.88368200837,1.32228446542,,,,
-1.61666666667,2.6037408179,,,,,2.8949790795,1.44647833654,2.8949790795,1.33626922854,,,,
