volume_factor,volume,number_density,pressure,potential_energy_per_atom
0.9,97.2,1.11111111111,3.66769800742,-7.94383516369
0.94,101.52,1.06382978723,0.277444485573,-7.98801969986
0.97,104.76,1.03092783505,-1.53564131413,-7.94583540835
1,108,1,-2.69357478138,-7.76158813979
1.03,111.24,0.970873786408,-3.70039568394,-7.64420069099
1.06,114.48,0.943396226415,-4.42954038686,-7.5015466472
1.1,118.8,0.909090909091,-5.07652117324,-7.28442716102
