true_x,true_pmf,dense_windows_x,dense_windows_pmf,dense_windows_replica_pmf,dense_windows_replica_abs_difference,sparse_windows_x,sparse_windows_pmf,sparse_windows_replica_pmf,sparse_windows_replica_abs_difference,pair_distance_umbrella_x,pair_distance_umbrella_pmf,pair_distance_umbrella_replica_pmf,pair_distance_umbrella_replica_abs_difference,pair_distance_umbrella_true_pmf,pair_distance_umbrella_interaction_pmf,pair_distance_umbrella_true_interaction_pmf
0.88,0.05089536,0.88,0.154537404241,0.124783406518,0.0297539977232,0.88,0.0736613374425,0.027780730978,0.0458806064645,,,,,,,
0.92,0.02359296,0.92,0.145059175601,0.0688289903931,0.0762301852083,0.92,0.0495970299612,0.0212301008308,0.0283669291304,,,,,,,
0.96,0.00614656,0.96,0.140440632938,0.101819579049,0.0386210538894,0.96,0.0556123661652,0.00980938757618,0.045802978589,,,,,,,
1,3.15544362088e-29,1,0.107783982246,0.0772572378898,0.0305267443564,1,0.0364496597167,0.00267471602783,0.0337749436889,,,,,,,
1.04,0.00665856,1.04,0.0908301992432,0.0792778015714,0.0115523976718,1.04,0.013284774462,0,0.013284774462,,,,,,,
1.08,0.02768896,1.08,0.134406832867,0.124552615834,0.00985421703324,1.08,0,0.00282433266977,0.00282433266977,,,,,,,
1.12,0.06471936,1.12,0.148927671567,0.147128105254,0.00179956631252,1.12,0.0506023098328,0.0561968952998,0.00559458546707,,,,,,,
1.16,0.11943936,1.16,0.220964897768,0.186217837784,0.0347470599835,1.16,0.16547876797,0.104571525073,0.0609072428968,,,,,,,
1.2,0.1936,1.2,0.292817968138,0.282629806353,0.010188161785,1.2,0.210332897382,0.188163898566,0.0221689988163,,,,,,,
1.24,0.28901376,1.24,0.38580543721,0.366089974867,0.0197154623426,1.24,0.338629805905,0.184481987884,0.154147818021,,,,,,,
1.28,0.40755456,1.28,0.473174961875,0.508283134886,0.035108173011,1.28,0.495617577405,0.423816189206,0.0718013881995,,,,,,,
1.32,0.55115776,1.32,0.645180450212,0.656205028361,0.0110245781492,1.32,0.602686564587,0.559132325261,0.0435542393258,,,,,,,
1.36,0.72182016,1.36,0.817838871616,0.855145937207,0.0373070655908,1.36,0.743790017221,0.693366093135,0.0504239240859,,,,,,,
1.4,0.9216,1.4,1.00439679886,1.00714553667,0.00274873781651,1.4,0.965525711085,0.912257213087,0.0532684979982,,,,,,,
1.44,1.15261696,1.44,1.2761932193,1.2240130155,0.0521802037951,1.44,1.18371482873,1.1362163678,0.047498460932,,,,,,,
1.48,1.41705216,1.48,1.56275250465,1.54454991009,0.0182025945638,1.48,1.47671559981,1.41022818919,0.0664874106111,,,,,,,
1.52,1.71714816,1.52,1.86023918014,1.81432733584,0.0459118443026,1.52,1.80786416199,1.70036820123,0.107495960752,,,,,,,
1.56,2.05520896,1.56,2.1496079529,2.13709112478,0.0125168281138,1.56,2.09782166424,2.08713890902,0.0106827552154,,,,,,,
1.6,2.4336,1.6,2.46825033838,2.5574981587,0.0892478203271,1.6,2.48456151559,2.50324599528,0.018684479689,,,,,,,
1.64,2.85474816,1.64,2.92478366406,2.9666046554,0.04182099134,1.64,2.86228122856,2.91769047145,0.0554092428863,,,,,,,
1.68,3.32114176,1.68,3.30955285019,3.49393507246,0.184382222277,1.68,3.37463662332,3.25978542329,0.114851200027,,,,,,,
1.72,3.83533056,1.72,3.83983259551,3.8898448244,0.0500122288872,1.72,3.88492453906,3.80731880746,0.0776057315952,,,,,,,
1.76,4.39992576,1.76,4.46101449549,4.40303421635,0.057980279139,1.76,4.47721105904,4.27397718367,0.203233875366,,,,,,,
1.8,5.0176,1.8,4.90786169766,5.01833061283,0.110468915176,1.8,4.91936328109,4.92450055431,0.00513727322086,,,,,,,
