step,replica_0_potential_energy_per_atom,replica_1_potential_energy_per_atom,replica_2_potential_energy_per_atom,replica_3_potential_energy_per_atom,replica_4_potential_energy_per_atom,replica_0_coordination_number,replica_1_coordination_number,replica_2_coordination_number,replica_3_coordination_number,replica_4_coordination_number
4520,-5.2607668403,-5.56339252996,-5.40069802206,-5.58414841835,-5.39140003069,11.9444444444,12.3703703704,12.4814814815,12.1851851852,12.4074074074
4540,-5.30579036765,-5.51766933372,-5.50781255099,-5.5282680634,-5.57077846735,12.0555555556,12.2962962963,12.462962963,12.1481481481,12.3518518519
4560,-5.32242723547,-5.49456501971,-5.51629277927,-5.56282495879,-5.64283590931,12.0555555556,12.3888888889,12.5,12.1666666667,12.3148148148
4580,-5.30922578286,-5.51184338956,-5.48812266924,-5.61678057283,-5.57613806878,12.1296296296,12.3148148148,12.537037037,12.2777777778,12.1666666667
4600,-5.26338733298,-5.45397392735,-5.47868361025,-5.62062154593,-5.57606912082,12.0740740741,12.4814814815,12.3333333333,12.2407407407,12.0925925926
4620,-5.30669092861,-5.51479308191,-5.5051294084,-5.58847590738,-5.55577852753,12.037037037,12.4444444444,12.3333333333,12.2962962963,12.0740740741
4640,-5.35095295404,-5.56825561442,-5.51753423079,-5.47098924169,-5.48800227571,11.962962963,12.5925925926,12.3148148148,12.4074074074,12
4660,-5.31345332143,-5.52577388269,-5.45949140956,-5.54052825359,-5.50051536043,12.1111111111,12.537037037,12.3703703704,12.2777777778,12.0740740741
4680,-5.26683819584,-5.615303083,-5.55181192619,-5.57005678733,-5.58143718225,12.0740740741,12.4074074074,12.3148148148,12.2962962963,12.1296296296
4700,-5.326063075,-5.63026650826,-5.52509861575,-5.52953692076,-5.56120706606,12.0925925926,12.5555555556,12.2407407407,12.3888888889,12.1296296296
4720,-5.25559020335,-5.58868025846,-5.46548494208,-5.4458958112,-5.54398650154,12.037037037,12.4074074074,12.1666666667,12.3518518519,12.2222222222
4740,-5.29084790998,-5.55594667003,-5.50154962152,-5.48817816465,-5.54672253787,12.0185185185,12.4259259259,12.037037037,12.2037037037,12.1111111111
4760,-5.37638253182,-5.58553596421,-5.4438759004,-5.49099928599,-5.59719827247,12.0555555556,12.3888888889,12.0555555556,12.2222222222,12.1851851852
4780,-5.38452355522,-5.64480060241,-5.43718486239,-5.45261751401,-5.5808939761,12.2037037037,12.5,12.2037037037,12.2592592593,12.3333333333
4800,-5.29076391646,-5.67570828284,-5.59026518954,-5.51992720413,-5.61005330801,12.2592592593,12.5,12.3888888889,12.3148148148,12.4444444444
4820,-5.34769656156,-5.64385708437,-5.59048329654,-5.62588147011,-5.54869466683,12.1851851852,12.462962963,12.3518518519,12.2407407407,12.5
4840,-5.30868750932,-5.58115268828,-5.61903195124,-5.50846623013,-5.53056909195,12.2777777778,12.3703703704,12.3888888889,12.3703703704,12.5185185185
4860,-5.26252798796,-5.54823938556,-5.50712497812,-5.42431203251,-5.61352076111,12.2037037037,12.3148148148,12.5555555556,12.3333333333,12.462962963
4880,-5.24493953863,-5.64993357826,-5.53871075354,-5.5720260639,-5.57297800851,12.1851851852,12.3888888889,12.4814814815,12.3703703704,12.3703703704
4900,-5.26106400155,-5.5359419558,-5.58232650274,-5.59905971674,-5.54386337906,12.2592592593,12.3703703704,12.3333333333,12.2592592593,12.3888888889
4920,-5.16316109152,-5.55559221811,-5.50065356425,-5.52542461337,-5.49761724078,12.1111111111,12.3333333333,12.3148148148,12.1666666667,12.3148148148
4940,-5.1423010048,-5.61274794306,-5.56109900021,-5.33190758967,-5.44256631694,12.1111111111,12.4074074074,12.4074074074,12.0555555556,12.2962962963
4960,-5.0758831549,-5.60303907094,-5.52172210987,-5.39233702631,-5.52937276014,12.0740740741,12.2962962963,12.3888888889,12.037037037,12.3333333333
4980,-5.23695801493,-5.65581801886,-5.52775095765,-5.41572114838,-5.57316255998,12.0925925926,12.2592592593,12.462962963,12.1851851852,12.3703703704
5000,-5.11934839158,-5.64094817421,-5.50978543116,-5.40824228397,-5.55123600552,12.1666666667,12.2222222222,12.4444444444,12.3148148148,12.3518518519
5020,-5.24527181884,-5.60406847053,-5.62814819062,-5.4324223927,-5.53170946655,12.1481481481,12.3148148148,12.5,12.2777777778,12.4444444444
5040,-5.32863674698,-5.55002197727,-5.65235136613,-5.41090451661,-5.49200185109,12.0740740741,12.3148148148,12.5185185185,12.3148148148,12.4444444444
5060,-5.28727290207,-5.5862573235,-5.57633860288,-5.44628541593,-5.51274865541,12.1111111111,12.3148148148,12.462962963,12.3333333333,12.462962963
5080,-5.24268917619,-5.62391536176,-5.53823070981,-5.48416396964,-5.6041398405,12.2222222222,12.2222222222,12.3703703704,12.2777777778,12.4259259259
5100,-5.30775666372,-5.55594660453,-5.56821235908,-5.50410333447,-5.64648328576,12.1111111111,12.2592592593,12.3518518519,12.3518518519,12.3333333333
5120,-5.2435798532,-5.60218557981,-5.52065348977,-5.52821258117,-5.51109620889,12.1666666667,12.3148148148,12.4814814815,12.537037037,12.4444444444
5140,-5.32288204231,-5.54560154639,-5.52775739166,-5.60731085814,-5.49279264274,12.1111111111,12.1481481481,12.537037037,12.6481481481,12.5185185185
5160,-5.26553539584,-5.56293783919,-5.48401384329,-5.56214714287,-5.51770609325,12.0555555556,12.1296296296,12.462962963,12.5925925926,12.3703703704
5180,-5.30211642292,-5.52613365413,-5.44788303599,-5.51072934769,-5.43284162824,12.1296296296,12.1481481481,12.5,12.5925925926,12.3518518519
5200,-5.33267581042,-5.53412618918,-5.40918437503,-5.4885265957,-5.51722412864,12.2222222222,12.2407407407,12.3703703704,12.6481481481,12.2037037037
5220,-5.33273315116,-5.51880694916,-5.47945514801,-5.48678650558,-5.51270176755,12.2037037037,12.3148148148,12.3703703704,12.5740740741,12.3148148148
5240,-5.25102886629,-5.57113852648,-5.50033246532,-5.54771313529,-5.45896180014,12.0925925926,12.3518518519,12.4074074074,12.5740740741,12.2407407407
5260,-5.27827285228,-5.51943034536,-5.48591594888,-5.59422695024,-5.47015228705,12.2037037037,12.3518518519,12.3888888889,12.5185185185,12.2222222222
5280,-5.29010531087,-5.56993346031,-5.50882316392,-5.56145795375,-5.44278603474,12.1296296296,12.4074074074,12.2962962963,12.4814814815,12.4259259259
5300,-5.29667076184,-5.62279386806,-5.49986454847,-5.52013282812,-5.48853467343,11.9814814815,12.3703703704,12.2962962963,12.6296296296,12.4074074074
5320,-5.28170600093,-5.55294143373,-5.45114591001,-5.52014457451,-5.45340536043,11.9074074074,12.3518518519,12.3888888889,12.462962963,12.2777777778
5340,-5.26448282301,-5.48648468866,-5.49892949524,-5.54903867428,-5.3489596153,11.8333333333,12.4259259259,12.3333333333,12.3333333333,12.4074074074
5360,-5.22469127573,-5.46479850008,-5.46486225829,-5.45705346572,-5.4177624485,11.9074074074,12.3888888889,12.2962962963,12.2222222222,12.462962963
5380,-5.22150714022,-5.50223127027,-5.45192764645,-5.54320288102,-5.52199887774,12.0185185185,12.3333333333,12.462962963,12.1296296296,12.462962963
5400,-5.27974750862,-5.51131374378,-5.58954352806,-5.48285182146,-5.60816755846,12.037037037,12.2777777778,12.3518518519,12.2592592593,12.2962962963
5420,-5.24843020995,-5.53191197839,-5.6273024605,-5.46547064622,-5.57777658894,11.9444444444,12.2407407407,12.3703703704,12.2222222222,12.3148148148
5440,-5.19461000208,-5.53915631218,-5.59870458328,-5.4800998519,-5.5004284837,12,12.2962962963,12.3703703704,12.3703703704,12.2222222222
5460,-5.2133515984,-5.59062352028,-5.49937206289,-5.47434486474,-5.47427616986,12.037037037,12.3148148148,12.3333333333,12.3703703704,12.3148148148
5480,-5.17485557312,-5.4924244777,-5.53760988563,-5.52229734108,-5.43191705113,11.9259259259,12.4444444444,12.4259259259,12.3888888889,12.2962962963
5500,-5.2308430625,-5.50433661866,-5.5010537222,-5.50849080031,-5.42130382857,12.1111111111,12.3518518519,12.4814814815,12.3148148148,12.3703703704
5520,-5.12547330374,-5.57076481882,-5.54575481294,-5.46926899809,-5.46668354534,12.1296296296,12.4074074074,12.2777777778,12.4444444444,12.2592592593
5540,-5.31879095794,-5.46434670775,-5.658247778,-5.49330912838,-5.39826331233,12.2222222222,12.462962963,12.3333333333,12.3888888889,12.3148148148
5560,-5.25279749544,-5.45915107512,-5.57708643373,-5.51257137295,-5.33595904668,12.1111111111,12.3148148148,12.3148148148,12.4444444444,12.4259259259
5580,-5.23220466334,-5.4953826593,-5.46278011305,-5.55711513756,-5.43747780013,12.0925925926,12.2777777778,12.2962962963,12.4814814815,12.5185185185
5600,-5.24229267638,-5.53825477441,-5.46549309841,-5.58061198573,-5.4435764432,12.0555555556,12.3333333333,12.4814814815,12.7037037037,12.3518518519
5620,-5.21803069132,-5.55684216175,-5.53516094367,-5.61374452477,-5.40203180406,12.0740740741,12.3888888889,12.5,12.6851851852,12.2407407407
5640,-5.11904854877,-5.62989471505,-5.57848811128,-5.59055598474,-5.39735138779,12.1296296296,12.3703703704,12.3888888889,12.4259259259,12.2037037037
5660,-5.19905083906,-5.63293746942,-5.50000484587,-5.62493556692,-5.4538711939,12.1296296296,12.4074074074,12.4259259259,12.537037037,12.3148148148
5680,-5.26752731688,-5.56356129859,-5.43804552086,-5.6413139795,-5.48644366622,11.962962963,12.5,12.4074074074,12.5925925926,12.3888888889
5700,-5.31152314325,-5.51833557426,-5.42711658469,-5.51143042525,-5.47956287894,11.962962963,12.5,12.4259259259,12.5185185185,12.3518518519
5720,-5.24588456481,-5.47473380248,-5.57198101249,-5.52009371126,-5.46380127402,11.8148148148,12.3888888889,12.3333333333,12.3148148148,12.4444444444
5740,-5.16556496367,-5.46983958818,-5.51366261143,-5.60401241031,-5.42034202028,11.9814814815,12.4259259259,12.4259259259,12.4444444444,12.4074074074
5760,-5.3436898784,-5.60032714538,-5.46488197324,-5.60548620044,-5.43150253577,12.037037037,12.2962962963,12.462962963,12.537037037,12.462962963
5780,-5.32735257278,-5.5538896563,-5.50321957814,-5.52120453623,-5.45318182246,12.1481481481,12.3703703704,12.2777777778,12.5,12.3888888889
5800,-5.30890682395,-5.51864911149,-5.48347101388,-5.52070935422,-5.43152391338,12.1851851852,12.3703703704,12.4074074074,12.5,12.462962963
5820,-5.38102097488,-5.57326885463,-5.55859516908,-5.5698181082,-5.44433788328,12.2222222222,12.462962963,12.2777777778,12.537037037,12.6296296296
5840,-5.27725640938,-5.52884124476,-5.50677574958,-5.52597094314,-5.46224034337,12.0555555556,12.5,12.3888888889,12.4444444444,12.5555555556
5860,-5.31996170077,-5.47159506052,-5.48242126037,-5.51067389808,-5.6003537468,12.0740740741,12.6481481481,12.462962963,12.4259259259,12.5925925926
5880,-5.3402817602,-5.51766374618,-5.5677890717,-5.56841577634,-5.67624819756,12.0555555556,12.4814814815,12.5185185185,12.4259259259,12.4444444444
5900,-5.354104496,-5.51309667899,-5.54872389086,-5.61252254583,-5.48447128315,12.0740740741,12.5555555556,12.4444444444,12.4259259259,12.4444444444
5920,-5.36739495119,-5.49367448663,-5.51044368665,-5.6011304084,-5.33117150152,12.0555555556,12.4814814815,12.5,12.4074074074,12.462962963
5940,-5.38878897656,-5.48748370529,-5.51621504117,-5.60510965553,-5.46884067453,12.0740740741,12.3703703704,12.3703703704,12.3518518519,12.3703703704
5960,-5.37397069388,-5.44485366249,-5.50329963705,-5.49905599308,-5.51070488134,12.1296296296,12.4444444444,12.5185185185,12.5,12.2777777778
5980,-5.36014911607,-5.50524653686,-5.54420182282,-5.45679765833,-5.46343277064,12.0555555556,12.2962962963,12.4074074074,12.4814814815,12.2592592593
6000,-5.34529723647,-5.47458291251,-5.56595597448,-5.46613365529,-5.59690444704,12.1111111111,12.2962962963,12.3888888889,12.3518518519,12.4259259259
6020,-5.27566715914,-5.45861843531,-5.59375517562,-5.44300271045,-5.57506292144,12.1666666667,12.2592592593,12.3888888889,12.4259259259,12.4074074074
6040,-5.27695136891,-5.46443096948,-5.51190625117,-5.5412648808,-5.5727179936,12.037037037,12.1666666667,12.4444444444,12.2592592593,12.3703703704
6060,-5.23824321857,-5.43404815164,-5.55898629893,-5.56883238965,-5.47908943048,11.962962963,12.2407407407,12.5185185185,12.2222222222,12.5740740741
6080,-5.20743388431,-5.49564360686,-5.50976866924,-5.52296363261,-5.58922242417,11.8333333333,12.3703703704,12.3888888889,12.2592592593,12.4814814815
6100,-5.20382178743,-5.54798826387,-5.52411479171,-5.52200998483,-5.59715025672,11.8333333333,12.2962962963,12.2962962963,12.2222222222,12.537037037
6120,-5.16041408429,-5.55774245963,-5.49136527417,-5.47783292903,-5.45879837661,11.7777777778,12.3518518519,12.1851851852,12.1296296296,12.6111111111
6140,-5.23903326702,-5.46139474927,-5.48389919607,-5.41474168488,-5.49768268139,11.6851851852,12.4444444444,12.1851851852,12.0740740741,12.5555555556
6160,-5.21579914077,-5.48507605504,-5.52904576892,-5.48450849075,-5.48291202064,11.9074074074,12.2592592593,12.3333333333,12.1481481481,12.4259259259
6180,-5.30974692475,-5.53851329495,-5.55052451258,-5.43680015988,-5.50466945234,11.962962963,12.2962962963,12.5,12.2592592593,12.4259259259
6200,-5.3339195703,-5.4285336304,-5.55210723986,-5.46903500601,-5.55570524059,12.1296296296,12.2962962963,12.3518518519,12.2962962963,12.537037037
6220,-5.24046687756,-5.45487814491,-5.62685698271,-5.5675340733,-5.51922904218,12.0925925926,12.1851851852,12.3518518519,12.2037037037,12.4814814815
6240,-5.19351190658,-5.4154218284,-5.58358894753,-5.57304573407,-5.51309381538,12.0740740741,12.2222222222,12.2407407407,12.2962962963,12.4074074074
6260,-5.24209793098,-5.40773800445,-5.52590790483,-5.47849217977,-5.52903331753,12.1111111111,12.1851851852,12.3518518519,12.3518518519,12.3518518519
6280,-5.26634774211,-5.52986392314,-5.44599802763,-5.51258638796,-5.53885110924,11.9814814815,12.2037037037,12.4814814815,12.3703703704,12.3518518519
6300,-5.19963051954,-5.49926253486,-5.54782692054,-5.48992894519,-5.50637906687,12.2222222222,12.2407407407,12.4259259259,12.3518518519,12.3888888889
6320,-5.21168488147,-5.52408445456,-5.52973114327,-5.49083333733,-5.4690113215,12.2592592593,12.2407407407,12.4259259259,12.3888888889,12.3333333333
6340,-5.22964833394,-5.5682931438,-5.51128681546,-5.50881415733,-5.449553718,12.1851851852,12.3148148148,12.4074074074,12.6666666667,12.3333333333
6360,-5.17516303736,-5.45160744839,-5.46944413107,-5.42846575306,-5.51446494229,12.1851851852,12.4814814815,12.1851851852,12.6481481481,12.3333333333
6380,-5.24991961322,-5.44356953886,-5.37722749861,-5.4566324689,-5.63743600398,12.0185185185,12.3703703704,12.1111111111,12.5185185185,12.3333333333
6400,-5.29696189546,-5.49425657154,-5.37902964102,-5.53295090336,-5.51835856338,12.0185185185,12.3148148148,12.0185185185,12.4814814815,12.3148148148
6420,-5.28142804842,-5.53943644665,-5.41426528822,-5.50966656141,-5.41339092714,11.8888888889,12.1666666667,12.2037037037,12.462962963,12.3888888889
6440,-5.14132390417,-5.50758147806,-5.4400716927,-5.45909440504,-5.51987929935,11.8703703704,12.037037037,12.2592592593,12.3703703704,12.4814814815
6460,-5.29040754391,-5.58536422857,-5.47954954995,-5.37988676861,-5.5587255775,11.8703703704,12.1851851852,12.2407407407,12.3703703704,12.3703703704
6480,-5.23821520115,-5.52715823169,-5.44739635752,-5.44300539631,-5.47196179198,11.9814814815,12.2777777778,12.3888888889,12.3518518519,12.3888888889
6500,-5.23996518772,-5.47620636151,-5.42132197257,-5.39853434627,-5.50359086895,12,12.2592592593,12.462962963,12.2407407407,12.462962963
6520,-5.28075380429,-5.48611147184,-5.40746363866,-5.39771867704,-5.58211748537,12.0185185185,12.2037037037,12.462962963,12.3703703704,12.4259259259
6540,-5.2015933426,-5.37247335898,-5.48155301841,-5.49949740725,-5.59383968819,11.9074074074,12.2222222222,12.5185185185,12.5,12.462962963
6560,-5.16373138321,-5.33796897748,-5.47531904613,-5.52563289718,-5.5571080787,11.9444444444,12.2407407407,12.4074074074,12.4814814815,12.3148148148
6580,-5.27970946748,-5.42602094167,-5.49543135593,-5.51494699298,-5.53613386896,11.9259259259,12.2407407407,12.3518518519,12.4814814815,12.2407407407
6600,-5.28541060214,-5.51972520232,-5.45177161382,-5.55281188878,-5.44400246928,11.9814814815,12.2962962963,12.3888888889,12.537037037,12.3148148148
6620,-5.21262999284,-5.38091184034,-5.45906248729,-5.51103070523,-5.53075293119,11.9074074074,12.4259259259,12.4259259259,12.4814814815,12.3703703704
6640,-5.1927327045,-5.43713428909,-5.51759760107,-5.56339958711,-5.50248584186,12.0555555556,12.6296296296,12.3518518519,12.5925925926,12.2962962963
6660,-5.21127368532,-5.43636190321,-5.51685872621,-5.57927388958,-5.50163058053,12.0185185185,12.462962963,12.3333333333,12.6111111111,12.2407407407
6680,-5.13779365126,-5.36081210801,-5.4404141974,-5.48887454771,-5.59528744559,11.7962962963,12.3703703704,12.3148148148,12.5740740741,12.2777777778
6700,-5.10397136644,-5.39046316212,-5.45838531869,-5.49015544822,-5.59479928604,11.7962962963,12.3148148148,12.4074074074,12.4444444444,12.3333333333
6720,-5.10746625322,-5.50763534639,-5.52308455766,-5.52349530002,-5.6488523838,11.7037037037,12.2962962963,12.2962962963,12.5185185185,12.2222222222
6740,-5.19237828901,-5.50652232242,-5.54378436679,-5.57254853208,-5.6103881806,11.8148148148,12.2777777778,12.3518518519,12.4074074074,12.2037037037
6760,-5.24974455173,-5.44397468172,-5.50897445007,-5.53803183753,-5.54918746173,11.8333333333,12.3148148148,12.2777777778,12.5,12.1851851852
6780,-5.0722530785,-5.38567173579,-5.50106107789,-5.53902896005,-5.55982171123,11.7962962963,12.3703703704,12.3518518519,12.3888888889,12.1666666667
6800,-5.07466493619,-5.34846396619,-5.45588172382,-5.50887298555,-5.53593422176,11.9074074074,12.3518518519,12.3888888889,12.4814814815,12.2222222222
6820,-5.13062202818,-5.45916498012,-5.44988037399,-5.45924724922,-5.52306418479,12.037037037,12.4259259259,12.3148148148,12.4444444444,12.2222222222
6840,-5.12654142055,-5.5355333719,-5.43236494219,-5.47166298926,-5.51860764124,12.0185185185,12.4074074074,12.2592592593,12.4444444444,12.1481481481
6860,-5.12721042542,-5.38205615134,-5.50525113194,-5.5019153807,-5.484130133,12.0740740741,12.4444444444,12.2777777778,12.5185185185,12.1851851852
6880,-5.16994645928,-5.51671377162,-5.50864391876,-5.47675772022,-5.54967715751,12.0185185185,12.3518518519,12.2222222222,12.5,12.3518518519
6900,-5.1840594154,-5.55693694269,-5.47080219153,-5.49822980491,-5.57680011053,11.8518518519,12.3703703704,12.3333333333,12.462962963,12.3703703704
6920,-5.20318597631,-5.44847125267,-5.41642404853,-5.54797488924,-5.53262348988,11.7777777778,12.3703703704,12.3703703704,12.3703703704,12.3518518519
6940,-5.15267931316,-5.39935885514,-5.49732101972,-5.57071922792,-5.54815323107,11.8333333333,12.3518518519,12.3703703704,12.4444444444,12.2962962963
6960,-5.17097278078,-5.41907092615,-5.54763747455,-5.53257043516,-5.55551310899,11.8888888889,12.4259259259,12.3518518519,12.5,12.3888888889
6980,-5.16510619963,-5.41604260865,-5.58440749072,-5.51344254326,-5.55630664534,11.7962962963,12.3888888889,12.3333333333,12.5185185185,12.3333333333
7000,-5.15578035865,-5.38076556097,-5.50719516559,-5.58257644307,-5.54237826663,11.8888888889,12.3333333333,12.2592592593,12.5740740741,12.1851851852
7020,-5.13671984964,-5.40401972468,-5.33441235309,-5.58051426182,-5.54491394322,12.0185185185,12.3518518519,12.2777777778,12.3518518519,12.1851851852
7040,-5.19453818509,-5.45008154109,-5.43895163417,-5.52453740259,-5.50880362903,12.0925925926,12.3518518519,12.2037037037,12.4074074074,12.2222222222
7060,-5.20695743142,-5.46551377434,-5.45701547454,-5.57617885651,-5.51042247381,12.1666666667,12.3518518519,12.2777777778,12.3148148148,12.3888888889
7080,-5.23980834239,-5.56758416928,-5.41988919909,-5.59218475035,-5.59123244192,12.0925925926,12.4259259259,12.3333333333,12.4074074074,12.2777777778
7100,-5.17288534791,-5.58076396298,-5.29314422951,-5.46803756103,-5.55988313623,12.1666666667,12.4259259259,12.3703703704,12.4444444444,12.3148148148
7120,-5.18617576668,-5.54545355482,-5.34213851473,-5.50637518918,-5.57077685708,12.1296296296,12.462962963,12.1296296296,12.5,12.3333333333
7140,-5.15623156579,-5.56099538159,-5.45503978812,-5.5369556387,-5.57032136576,12.1111111111,12.3148148148,12.1851851852,12.5,12.4074074074
7160,-5.22147474488,-5.48430887529,-5.50133240106,-5.47023888153,-5.59190027016,12.0185185185,12.2592592593,12.2037037037,12.537037037,12.3888888889
7180,-5.17599730687,-5.34750086586,-5.44448228717,-5.48952915975,-5.51258640753,11.9444444444,12.2407407407,12.3518518519,12.5185185185,12.3518518519
7200,-5.19225508175,-5.43771333015,-5.5055202049,-5.46065361982,-5.43663593275,11.962962963,12.2592592593,12.3888888889,12.4074074074,12.4814814815
7220,-5.22347207772,-5.52813994097,-5.45788710291,-5.48791157693,-5.4432033973,12.0925925926,12.0925925926,12.462962963,12.2962962963,12.3703703704
7240,-5.14709555588,-5.41258237341,-5.43053960496,-5.4373652222,-5.5575970084,12.1481481481,12.1851851852,12.4814814815,12.2407407407,12.3703703704
7260,-5.24380855517,-5.39539373428,-5.50934500501,-5.44745541784,-5.53846765293,12.0740740741,12.1111111111,12.5555555556,12.3888888889,12.3518518519
7280,-5.21566669937,-5.37350352735,-5.48970025782,-5.48154303809,-5.43162586699,12.0740740741,12.2037037037,12.5555555556,12.3148148148,12.2222222222
7300,-5.17261167683,-5.30428866672,-5.57324103807,-5.52242823465,-5.49393590073,11.9074074074,12.2592592593,12.4814814815,12.2407407407,12.2962962963
7320,-5.18750604547,-5.39528050388,-5.64734597929,-5.40277310146,-5.521737591,11.9814814815,12.2037037037,12.5740740741,12.2037037037,12.2222222222
7340,-5.24389707282,-5.43603090603,-5.62377325955,-5.3486138573,-5.50083671639,12.0740740741,12.2592592593,12.537037037,12.2777777778,12.1851851852
7360,-5.22783428885,-5.46487037704,-5.614584482,-5.45715184662,-5.48572201089,12.1111111111,12.537037037,12.5925925926,12.3703703704,12.2777777778
7380,-5.24268243915,-5.35688700744,-5.48167278689,-5.40216557763,-5.37521746118,11.9444444444,12.4259259259,12.6481481481,12.2777777778,12.1851851852
7400,-5.19627557824,-5.41174011802,-5.51387004376,-5.49186031148,-5.36532190792,12.037037037,12.4814814815,12.3703703704,12.2407407407,12.1296296296
7420,-5.16478412686,-5.52022512887,-5.48792778532,-5.51029369642,-5.45066139943,12.0925925926,12.5185185185,12.2592592593,12.2222222222,12.0740740741
7440,-5.16448997304,-5.5180350474,-5.52741247733,-5.52263841885,-5.36047777963,12.1111111111,12.537037037,12.2407407407,12.2407407407,12.1111111111
7460,-5.16416307476,-5.5346874102,-5.5394840246,-5.4397585123,-5.33106681777,12.1296296296,12.4444444444,12.2037037037,12.3518518519,12.1296296296
7480,-5.1785023134,-5.52872850424,-5.4849286505,-5.48381166083,-5.33766022648,11.9814814815,12.5555555556,12.2407407407,12.3518518519,12.0555555556
7500,-5.14566592766,-5.55281271035,-5.53863177069,-5.53150743617,-5.42112767133,11.9814814815,12.5,12.0740740741,12.3518518519,12.1296296296
7520,-5.16990285521,-5.51924421554,-5.47498413432,-5.59465835623,-5.41841162126,12.1851851852,12.5555555556,12.2407407407,12.3888888889,12.1666666667
7540,-5.15181613776,-5.59380460945,-5.42083018517,-5.52228511001,-5.3239265605,12.2777777778,12.4814814815,12.2962962963,12.4814814815,12.1481481481
7560,-5.05561878,-5.57998677826,-5.44350516256,-5.43727547253,-5.2724682855,12.4074074074,12.4074074074,12.4444444444,12.2777777778,12.1296296296
7580,-5.12432646282,-5.53865023591,-5.46396215847,-5.52154704195,-5.3905167573,12.3703703704,12.2592592593,12.3888888889,12.2037037037,12.3333333333
7600,-5.12994094874,-5.39192794951,-5.48837435085,-5.58994341435,-5.35864296519,12.4074074074,12.2777777778,12.3518518519,12.2592592593,12.3333333333
7620,-5.05840463579,-5.46501788701,-5.43426559752,-5.64677345326,-5.33269121858,12.2407407407,12.2777777778,12.3518518519,12.3148148148,12.1851851852
7640,-5.08842212545,-5.62209340173,-5.49404726487,-5.62769092925,-5.39316552289,12.2222222222,12.3703703704,12.3703703704,12.2592592593,12.2037037037
7660,-5.18218511957,-5.50627673974,-5.52097272509,-5.57039037982,-5.49546926784,11.9444444444,12.3148148148,12.4259259259,12.2777777778,12.1481481481
7680,-5.13169133381,-5.4814229255,-5.39361074243,-5.50116769826,-5.4512792464,11.8888888889,12.5185185185,12.4814814815,12.3148148148,12.2037037037
7700,-5.17529518885,-5.45325963662,-5.45049161766,-5.4865677697,-5.45505863866,11.8148148148,12.4814814815,12.5740740741,12.2037037037,12.4074074074
7720,-5.2042901354,-5.4425963209,-5.54301739515,-5.55455932128,-5.50920644108,11.8703703704,12.462962963,12.3888888889,12.1296296296,12.5
7740,-5.15603004094,-5.50477017044,-5.57773908537,-5.53443496491,-5.45736330882,11.8703703704,12.462962963,12.3518518519,12.1481481481,12.4814814815
7760,-5.27435487668,-5.5415101976,-5.47677342128,-5.54785115354,-5.33966810038,12.0555555556,12.3518518519,12.5185185185,12.1111111111,12.2592592593
7780,-5.17654169345,-5.48197676093,-5.53516026992,-5.59644584967,-5.40030057294,11.9074074074,12.3148148148,12.5740740741,12.1296296296,12.3333333333
7800,-5.10311848758,-5.47818149547,-5.5965873888,-5.58617430823,-5.40896774315,12.0740740741,12.3888888889,12.5555555556,12.2777777778,12.3148148148
7820,-5.15903715522,-5.4646397471,-5.58529694752,-5.54734692313,-5.42057604661,12.0185185185,12.2592592593,12.5185185185,12.2407407407,12.2222222222
7840,-5.22029683995,-5.45165290158,-5.52525962646,-5.54418199041,-5.39272131899,12.0925925926,12.2592592593,12.5555555556,12.2407407407,12.3148148148
7860,-5.16128329381,-5.40710577911,-5.48808719606,-5.60913082765,-5.30251425573,11.9444444444,12.2037037037,12.462962963,12.2962962963,12.3518518519
7880,-5.14179664597,-5.36662001786,-5.46737276588,-5.64951713855,-5.27704441317,12.1111111111,12.1481481481,12.4259259259,12.1111111111,12.3333333333
7900,-5.2337249836,-5.3542641583,-5.47398939975,-5.61531886725,-5.37152065041,12,12.0925925926,12.4259259259,12.2777777778,12.3703703704
7920,-5.21256367179,-5.40526073246,-5.50310316569,-5.58756319456,-5.39413547276,12.0740740741,12.0925925926,12.3888888889,12.3148148148,12.2407407407
7940,-5.23941639433,-5.47037706397,-5.55949824002,-5.65334686343,-5.37733002313,12.037037037,12.1851851852,12.3703703704,12.3888888889,12.1851851852
7960,-5.24673155364,-5.50174482831,-5.61103813858,-5.61972007151,-5.42751177413,11.8703703704,12.2592592593,12.537037037,12.3518518519,12.2407407407
7980,-5.22435044805,-5.465003525,-5.60933241858,-5.58979556384,-5.47492107407,11.6851851852,12.3148148148,12.3888888889,12.3518518519,12.3333333333
8000,-5.18487786884,-5.44390546916,-5.54860481561,-5.55504513424,-5.50897324848,11.6481481481,12.4259259259,12.2777777778,12.4259259259,12.1481481481
8020,-5.16440294636,-5.44056498479,-5.51989679329,-5.510575133,-5.42813552416,11.6296296296,12.3518518519,12.2407407407,12.3148148148,12.2222222222
8040,-5.15319799043,-5.44273206405,-5.50132897886,-5.53858309289,-5.49186119732,11.6296296296,12.2962962963,12.3333333333,12.3518518519,12.2962962963
8060,-5.16417603807,-5.43620284595,-5.49793650753,-5.49788507849,-5.42049160219,11.7592592593,12.3703703704,12.2592592593,12.3888888889,12.3888888889
8080,-5.19158136934,-5.42367411798,-5.48959026897,-5.45494117302,-5.44676557067,11.8333333333,12.1851851852,12.3148148148,12.3333333333,12.462962963
