thermostat,replica_index,time,relative_energy_error
weak_argon_langevin,2,0.66,1.92630004685e-05
weak_argon_langevin,2,0.69,1.23800513338e-05
weak_argon_langevin,2,0.72,3.01147376373e-05
weak_argon_langevin,2,0.75,1.29564798587e-05
weak_argon_langevin,2,0.78,1.33604672224e-05
weak_argon_langevin,2,0.81,2.06177087646e-05
weak_argon_langevin,2,0.84,2.42621370739e-05
weak_argon_langevin,2,0.87,3.15660424453e-05
weak_argon_langevin,2,0.9,1.67269309331e-05
weak_argon_langevin,2,0.93,1.18630182678e-05
weak_argon_langevin,2,0.96,2.96936905425e-05
weak_argon_langevin,2,0.99,2.89888836988e-05
weak_argon_langevin,2,1.02,1.17326226781e-05
weak_argon_langevin,2,1.05,3.60520828616e-05
weak_argon_langevin,2,1.08,1.45265223113e-05
weak_argon_langevin,2,1.11,2.33859033496e-05
weak_argon_langevin,2,1.14,3.16604045346e-05
weak_argon_langevin,2,1.17,4.02502468695e-06
weak_argon_langevin,2,1.2,2.31605140162e-05
weak_argon_langevin,2,1.23,2.30790024589e-05
weak_argon_langevin,2,1.26,2.73288344423e-05
weak_argon_langevin,2,1.29,1.83703668784e-05
weak_argon_langevin,2,1.32,1.22473219972e-05
weak_argon_langevin,2,1.35,3.98950913623e-05
weak_argon_langevin,2,1.38,1.93154591064e-05
weak_argon_langevin,2,1.41,1.94492678864e-05
weak_argon_langevin,2,1.44,2.96818961128e-05
weak_argon_langevin,2,1.47,1.59345737562e-05
weak_argon_langevin,2,1.5,2.18983527252e-05
weak_argon_langevin,2,1.53,2.06627287861e-05
weak_argon_langevin,2,1.56,1.92586814318e-05
weak_argon_langevin,2,1.59,1.77619393413e-05
weak_argon_langevin,2,1.62,1.70592403819e-05
weak_argon_langevin,2,1.65,3.12926213658e-05
weak_argon_langevin,2,1.68,1.21473406555e-05
weak_argon_langevin,2,1.71,2.11723222194e-05
weak_argon_langevin,2,1.74,1.55125052996e-05
weak_argon_langevin,2,1.77,3.05925356481e-05
weak_argon_langevin,2,1.8,1.10914878568e-05
weak_argon_langevin,2,1.83,2.59388119528e-05
weak_argon_langevin,2,1.86,2.08038770266e-05
weak_argon_langevin,2,1.89,2.67409969206e-05
weak_argon_langevin,2,1.92,3.04106194014e-06
weak_argon_langevin,2,1.95,2.90491660256e-05
weak_argon_langevin,2,1.98,-2.4351530538e-06
weak_argon_langevin,2,2.01,2.20679304555e-05
weak_argon_langevin,2,2.04,2.53634681526e-05
weak_argon_langevin,2,2.07,1.93747205246e-05
weak_argon_langevin,2,2.1,3.26389266428e-06
weak_argon_langevin,2,2.13,1.96029246839e-05
weak_argon_langevin,2,2.16,2.38633205017e-05
weak_argon_langevin,2,2.19,1.95718953129e-05
weak_argon_langevin,2,2.22,1.71562430927e-05
weak_argon_langevin,2,2.25,2.41687796268e-05
weak_argon_langevin,2,2.28,8.63444828994e-06
weak_argon_langevin,2,2.31,2.22948723554e-05
weak_argon_langevin,2,2.34,1.06811088157e-05
weak_argon_langevin,2,2.37,2.62042848232e-05
weak_argon_langevin,2,2.4,2.85895340069e-05
weak_argon_langevin,2,2.43,7.63238980764e-06
weak_argon_langevin,2,2.46,1.39054214425e-05
weak_argon_langevin,2,2.49,1.43990544914e-05
weak_argon_langevin,2,2.52,2.51746498369e-05
weak_argon_langevin,2,2.55,1.17138601213e-05
weak_argon_langevin,2,2.58,2.02791383025e-05
weak_argon_langevin,2,2.61,1.89868549291e-05
weak_argon_langevin,2,2.64,1.32606516086e-05
weak_argon_langevin,2,2.67,1.81122768393e-05
weak_argon_langevin,2,2.7,2.82865494061e-05
weak_argon_langevin,2,2.73,-2.83302502376e-06
weak_argon_langevin,2,2.76,2.2279968251e-05
weak_argon_langevin,2,2.79,4.17362818744e-05
weak_argon_langevin,2,2.82,5.02217303217e-06
weak_argon_langevin,2,2.85,1.71946618272e-05
weak_argon_langevin,2,2.88,3.00921232364e-05
weak_argon_langevin,2,2.91,3.78878595217e-05
weak_argon_langevin,2,2.94,2.07700264231e-05
weak_argon_langevin,2,2.97,1.29505829311e-05
weak_argon_langevin,2,3,3.24657847069e-05
moderate_argon_langevin,0,0,0
moderate_argon_langevin,0,0.03,9.31226763579e-06
moderate_argon_langevin,0,0.06,-9.12223009288e-07
moderate_argon_langevin,0,0.09,-1.46959975352e-05
moderate_argon_langevin,0,0.12,-2.87365728856e-06
moderate_argon_langevin,0,0.15,3.80282585361e-06
moderate_argon_langevin,0,0.18,-3.23436165715e-06
moderate_argon_langevin,0,0.21,-1.14822497364e-05
moderate_argon_langevin,0,0.24,-7.61184995531e-06
moderate_argon_langevin,0,0.27,-8.31515029909e-06
moderate_argon_langevin,0,0.3,-8.79838553791e-06
moderate_argon_langevin,0,0.33,-1.18267943307e-05
moderate_argon_langevin,0,0.36,-1.62115642128e-05
moderate_argon_langevin,0,0.39,-1.69705470396e-05
moderate_argon_langevin,0,0.42,1.5445180954e-05
moderate_argon_langevin,0,0.45,-2.01941082186e-05
moderate_argon_langevin,0,0.48,-1.5271855976e-05
moderate_argon_langevin,0,0.51,-1.81876157105e-05
moderate_argon_langevin,0,0.54,-1.6083533679e-05
moderate_argon_langevin,0,0.57,1.52267227374e-06
moderate_argon_langevin,0,0.6,-1.36718022108e-05
moderate_argon_langevin,0,0.63,-2.28659622402e-05
moderate_argon_langevin,0,0.66,-7.94807246289e-06
moderate_argon_langevin,0,0.69,-5.17450317506e-06
moderate_argon_langevin,0,0.72,-3.13853016835e-05
moderate_argon_langevin,0,0.75,-8.34877119091e-06
moderate_argon_langevin,0,0.78,7.28872748504e-07
moderate_argon_langevin,0,0.81,-6.53938098526e-06
moderate_argon_langevin,0,0.84,-1.23032259147e-05
moderate_argon_langevin,0,0.87,-1.73178073167e-07
moderate_argon_langevin,0,0.9,-8.71298273733e-06
moderate_argon_langevin,0,0.93,-6.72171456928e-06
moderate_argon_langevin,0,0.96,-6.54198661614e-06
moderate_argon_langevin,0,0.99,-1.83320932278e-06
moderate_argon_langevin,0,1.02,-1.238628403e-05
moderate_argon_langevin,0,1.05,-8.06390550397e-06
moderate_argon_langevin,0,1.08,2.82930026054e-06
moderate_argon_langevin,0,1.11,-7.1862103648e-06
moderate_argon_langevin,0,1.14,-2.11676456849e-05
moderate_argon_langevin,0,1.17,3.10567621978e-06
moderate_argon_langevin,0,1.2,3.08766510012e-07
moderate_argon_langevin,0,1.23,-1.01269320985e-05
moderate_argon_langevin,0,1.26,-1.33860239026e-05
moderate_argon_langevin,0,1.29,-9.55414440082e-06
moderate_argon_langevin,0,1.32,-1.53903184052e-06
moderate_argon_langevin,0,1.35,-3.56512787963e-06
moderate_argon_langevin,0,1.38,-1.72218907837e-05
moderate_argon_langevin,0,1.41,-2.67138299976e-06
moderate_argon_langevin,0,1.44,-6.32441540681e-06
moderate_argon_langevin,0,1.47,-8.95468277757e-06
moderate_argon_langevin,0,1.5,-5.67760124586e-06
moderate_argon_langevin,0,1.53,-2.40519275872e-06
moderate_argon_langevin,0,1.56,-2.36696437741e-05
moderate_argon_langevin,0,1.59,-1.18761450651e-05
moderate_argon_langevin,0,1.62,-1.0846569445e-05
moderate_argon_langevin,0,1.65,-1.2682557861e-05
moderate_argon_langevin,0,1.68,-2.3817189663e-05
moderate_argon_langevin,0,1.71,-1.18800408867e-05
moderate_argon_langevin,0,1.74,-2.66538805183e-05
moderate_argon_langevin,0,1.77,-1.1359656194e-05
moderate_argon_langevin,0,1.8,-2.73458730299e-05
moderate_argon_langevin,0,1.83,-1.3930834579e-05
moderate_argon_langevin,0,1.86,-1.92639213361e-05
moderate_argon_langevin,0,1.89,-1.97218113562e-05
moderate_argon_langevin,0,1.92,-1.7704668927e-05
moderate_argon_langevin,0,1.95,-6.06825309366e-06
moderate_argon_langevin,0,1.98,-2.08007873767e-05
moderate_argon_langevin,0,2.01,-4.19123911181e-05
moderate_argon_langevin,0,2.04,-1.89895310463e-06
moderate_argon_langevin,0,2.07,-2.52108713486e-05
moderate_argon_langevin,0,2.1,-3.39312391866e-05
moderate_argon_langevin,0,2.13,-1.11118898723e-05
moderate_argon_langevin,0,2.16,-2.2083957618e-05
moderate_argon_langevin,0,2.19,-1.7544465983e-05
moderate_argon_langevin,0,2.22,-1.73558783171e-05
moderate_argon_langevin,0,2.25,-1.63447882572e-05
moderate_argon_langevin,0,2.28,-1.7749586332e-05
moderate_argon_langevin,0,2.31,-7.23813808793e-06
moderate_argon_langevin,0,2.34,-2.59945312871e-05
moderate_argon_langevin,0,2.37,-1.13051399357e-05
moderate_argon_langevin,0,2.4,-2.81837351799e-05
moderate_argon_langevin,0,2.43,-8.44415419073e-06
moderate_argon_langevin,0,2.46,-3.25258144731e-05
moderate_argon_langevin,0,2.49,-2.19673258614e-05
moderate_argon_langevin,0,2.52,-2.66307482055e-05
moderate_argon_langevin,0,2.55,-9.12275299898e-06
moderate_argon_langevin,0,2.58,-1.16736028287e-05
moderate_argon_langevin,0,2.61,-1.22145623024e-05
moderate_argon_langevin,0,2.64,-2.55425626597e-05
moderate_argon_langevin,0,2.67,-2.40501619555e-05
moderate_argon_langevin,0,2.7,-1.15462066775e-05
moderate_argon_langevin,0,2.73,-1.98136750709e-05
moderate_argon_langevin,0,2.76,-1.04931105492e-05
moderate_argon_langevin,0,2.79,-1.01610208668e-05
moderate_argon_langevin,0,2.82,-9.87929594608e-06
moderate_argon_langevin,0,2.85,-1.47765850154e-05
moderate_argon_langevin,0,2.88,-2.27542036315e-05
moderate_argon_langevin,0,2.91,-1.02659609759e-05
moderate_argon_langevin,0,2.94,-4.65210828581e-06
moderate_argon_langevin,0,2.97,-1.79363261977e-05
moderate_argon_langevin,0,3,-1.48215590602e-05
moderate_argon_langevin,1,0,0
moderate_argon_langevin,1,0.03,-2.51894243602e-06
moderate_argon_langevin,1,0.06,-6.86563671213e-06
moderate_argon_langevin,1,0.09,4.69622557278e-06
moderate_argon_langevin,1,0.12,8.00388475591e-06
moderate_argon_langevin,1,0.15,5.98394910433e-06
